UNITID,F2A02,F2A03,F2E041,F2E051,F2C01,F2C08,F2I07   ,F2C03,F2C04
461485,1702408,1310173,93838,422869,0,65293,2495776,0,0
461528,680948,125293,261194,242575,299284,75669,1106468,0,0
461643,1697501,409683,282256,120308,45310,0,1529040,0,0
461759,7548127,1479450,448525,601496,648720,0,4174686,164775,0
461795,14212900,2899504,639956,1980879,567466,1535135,11341252,0,0
461847,5290346,1417367,7694,228308,179505,454812,2080988,0,0
462044,1639504,74217,122221,143331,0,417625,1215119,0,0
462354,9923381,4748525,0,0,548187,3742285,8080456,339888,0
465812,41501386,26333797,50789187,50789187,58339115,4069520,186136151,0,0
468769,,,0,0,295580,0,,0,47000
469629,1152280,1294967,174676,0,533253,73374,2955429,706193,0
474863,14564356,6621231,2571807,9479497,5342538,223982,23606917,1077521,0
474890,1922268,915668,2046647,2046647,1912298,343524,7902061,0,0
474906,599855,236957,461993,461993,138561,43259,1999785,0,0
475033,52802230,15633533,3143380,3840469,0,0,61751912,490545,0
475200,,,542839,515608,682072,34804,,89778,0
475273,,,471371,1769213,1292560,505039,,0,0
475398,1198493,554576,875356,178148,33026,212625,1755676,0,0
475422,,,65921,9417,173618,0,,27563,0
475477,,,98103,1387551,720992,58750,,145118,0
475608,36747841,5185720,1083601,1089530,291435,652825,7084865,0,0
475705,,,356270,118756,78884,68000,,0,0
476601,7408826,3934740,0,441850,229448,1019917,2481567,66400,0
476692,2009269,155366,19381,219035,60281,111781,618165,0,0
476717,17177620,554682,0,727620,4840088,152871,7068960,2310912,0
478634,2605355,675823,1373743,1373743,887039,129641,5843583,0,0
480189,,,826345,2045258,1815719,1769524,,713291,0
480499,710010,30502,230835,70997,27942,7058,698737,0,0
480569,,,3306458,0,3883170,0,,348855,0
480727,,,339112,102177,36165,39665,,0,0
480985,301749,217650,15598,735400,362469,38127,1467228,0,0
481030,15041404,1071344,42672,139486,0,0,2864192,0,0
481058,664980,210844,20560,68502,225080,6150,1332597,0,0
481137,,,342347,1207750,287223,1337247,,498930,0
481155,,,943854,1233828,1425440,0,,0,0
481225,2668985,124092,71949,44262,26978,55000,1328546,0,0
481401,1626106,811614,821415,1848184,112690,16366,6533109,0,0
481410,5493180,1629254,0,272965,208833,141014,1295620,24287,0
481438,17851795,8052061,123731,913648,190188,1080989,4722755,0,0
481535,,,0,0,0,0,,0,0
482185,,,254877,96541,253601,93204,,49024,0
482228,719479,203433,57008,95872,330187,49958,980262,0,0
483018,62390988,9578696,1367437,2140762,311428,2377271,13475845,0,0
483595,819496,1253373,47674,1181123,2658817,109440,8313112,0,0
483647,,,396025,60927,220874,5750,,0,139646
483823,,,375896,572962,4088838,2439579,,491259,0
483975,69491400,11622558,2843154,2186016,0,3238343,27420045,0,0
484871,2909966,2320224,702526,380000,322985,0,1657649,243298,0
485263,4928874,1613029,3202647,3202647,1641686,341531,13194083,0,0
485360,,,0,0,64852,0,,0,0
485403,6243218,1485582,0,0,0,0,6085462,0,0
485698,9284174,4786630,65965,73840,38466,297629,2456091,9759,0
485856,,,0,20540,44075,0,,25352,0
485999,7445223,489468,0,269845,460513,603024,5340169,170495,0
486017,4865853,1063573,55976,230895,36541,366261,2322943,0,0
486026,10320175,5830460,19201,479602,392898,674543,1619165,0,0
486080,22000001,1264000,0,0,0,0,1263810,0,0
486196,4624397,873426,0,78984,511675,591482,2440250,226349,0
486257,1430936,437153,819356,58190,911110,0,2963841,0,0
486284,6160304,3000030,560348,478535,788687,3469050,14249823,0,0
486433,1524111,260675,619276,1562786,0,0,4279429,0,0
486460,5107388,211271,73689,33700,0,0,1058500,0,0
486488,6516533,741087,511852,117523,75997,146408,3279864,0,0
486594,241229,101775,117729,130106,91223,3863,715343,0,0
486901,111462499,19338014,1486645,5168341,1059322,15577247,28284310,396791,0
487092,,,22407000,6423000,798000,17923000,,909000,0
487311,52838352,11123133,1520108,1026174,1332532,61323,14851125,47687,0
487524,142213765,50883064,7581962,10679893,5318055,17812065,54045671,1243353,0
487603,,,73000,42000,1026785,186018,,27948,0
487649,1383540,464312,1019461,487042,0,17222,2540437,0,0
487658,899557,296444,283823,57543,219821,81257,1568813,155407,0
487746,13935210,1384432,0,39373,9640,40233,2544946,0,0
487816,,,20288,0,106918,0,,0,0
487889,,,137648,4201,0,0,,426704,0
487968,,,52653,10089,233103,0,,0,0
488004,4986231,309306,365704,75600,67748,175923,1324773,1686,0
488101,5549589,3912439,33572,1215846,665813,475643,2089157,360970,0
488305,1906340,555182,265189,304979,212818,11370,2433998,96970,0
488314,3225789,1829246,68592,218973,230978,409102,902019,0,0
488350,3349236,208357,162854,368592,145225,584268,1718489,0,0
488387,44750197,1761240,533732,179477,0,200683,8363241,0,0
488527,125131280,59690917,2404710,1366625,0,0,27163246,0,0
488590,,,15273,0,0,6000,,0,0
488679,,,7926393,32724195,14747461,4265093,,6004571,0
488785,1658600,803382,77851,1631198,556323,2039989,3816623,457743,0
488846,7646461,4023772,2108259,551203,0,0,11331218,0,0
488907,2220636,216592,304921,0,0,25950,1185144,0,0
489335,6317488,526639,378421,139609,0,133295,1840579,0,0
489937,16356485,9401617,1750703,1372564,1417146,2043290,10428257,0,0
490045,5674938,3055119,400413,1000,136902,111282,1171509,0,0
490081,3683372,974097,132478,35565,89107,89107,1188601,0,0
490106,652014,245451,814297,0,0,141858,3693611,0,0
490203,,,0,0,558901,0,,173086,0
490230,893615,362082,30169,15637,52364,0,788406,0,0
490276,10206911,4052784,59544,74890,549203,694664,2123733,242834,0
490319,2047164,1066767,0,118871,105312,365958,668084,0,0
490328,8913520,1668718,0,0,241037,129618,3125617,0,0
490346,548307,230232,58971,31612,153127,0,613580,69798,0
490373,131723544,86835148,11815124,1285687,0,3140298,102668442,0,0
490489,,,0,0,64445,64445,,0,0
490498,968513,5763865,39606,0,41689,0,1168562,0,0
490504,5601782,2519160,0,433324,31077,868816,2456440,0,0
490513,3732863,714813,140693,258685,66287,214697,1252598,0,0
490753,5186067,1240214,349101,88147,0,135943,3806854,0,0
491057,6427286,708568,0,539894,994009,585997,2095933,224415,0
491446,391904,152221,0,157253,648103,156818,1313752,0,0
491525,1488866,415483,22198,17346,161288,8747,794338,0,0
491589,,,14877,0,63473,0,,0,0
491613,1304349,214374,18343,406900,264759,330704,1188237,0,0
491622,7154786,4237481,81114,643492,295511,931387,1915391,0,0
491631,1338657,182614,0,232289,123032,51881,1243519,0,0
491640,1690872,132242,9870,671452,643826,544723,1428549,0,0
491659,,,296513,277383,227692,27307,,0,0
491710,4004949,297159,61616,377366,115430,331361,1902134,0,0
491765,3659634,740295,107970,586839,124964,582474,1958626,13863,0
491817,1143244,285624,0,191492,719373,442924,1195406,0,0
491914,7739042,3162116,0,874669,393498,621709,1892086,0,0
492069,1751600,162255,105000,32668,276011,428,1104309,25300,0
492209,,,421134,80498,0,93513,,0,0
492801,,,829527,0,3621512,2822894,,590430,0
493585,,,84225,4383,90672,0,,52000,45242
493594,1681059,535507,9647,133186,137860,101536,490015,0,0
493600,9705627,2955005,223903,674365,784745,2220088,4109745,334698,0
493619,,,117340,268908,190697,2000,,0,0
493646,1148188,681384,0,166841,979700,2500,1312821,0,0
493664,3126037,14783,0,216138,244896,478978,1856150,0,0
493707,6778180,3917517,0,415860,164515,280679,1826216,76379,0
493716,212885,44578,0,322363,66334,400868,1449108,0,0
493770,,,48093,2681,49580,0,,0,0
493798,793806,540766,0,206428,255538,168728,1595099,0,0
493822,1441857,480278,386206,32680,393374,554055,1977422,0,0
494463,,,386108,302764,738714,61426,,0,0
494472,,,8960,22566,0,0,,0,0
494551,2173730,32182730,571089,36290,0,0,5183027,0,0
494630,6009855,912416,14176,166976,90419,115762,704577,0,0
494685,934251,411154,313687,853465,425873,41905,2692694,0,0
494737,35212509,5972067,131492,492378,1063890,817780,12554653,0,2774196
494940,234495,7135,40000,31872,0,0,213530,0,0
494959,2195532,884787,161862,0,0,16860,4402612,0,0
494977,,,0,1000,0,25800,,0,0
495031,4124888,2469722,0,146691,161085,264101,1668280,0,0
495059,256018,7071,23315,19547,0,702140,262178,0,0
495110,,,13472,93041,0,26926,,2026,0
495147,244872,112452,0,9950,51246,0,661550,0,0
495192,11670803,1727437,180411,1704634,0,1066775,7871324,0,0
495226,,,0,0,0,0,,0,0
495271,1084680,0,258295,177998,0,0,1276977,0,0
495280,2024860,122834,97211,87723,0,47375,1001533,0,0
495314,2988150,15901171,6473894,2049803,0,0,18723192,0,0
495767,17135593000,7703068000,382703000,199568000,81328000,234169000,7653947000,0,0
495916,289046,186402,136369,105539,0,17937,831762,0,0
496043,63488515,58031291,2231082,1085627,0,1494421,25818401,0,0
