UNITID,F2A02,F2A03,F2E041,F2E051,F2C01,F2C08,F2I07   ,F2C03,F2C04
153977,48294433,4317319,1774298,2544479,1469030,64070,16926450,2544427,0
154004,128662837,44449533,2857942,8535721,1691149,20555092,38036316,2289508,756594
154013,97731253,23429310,3696247,7299400,2324151,17517849,33156066,3286126,0
154101,150007512,11012131,5383107,6864269,1070237,18220456,31939341,1444673,0
154156,234016597,43970093,19155292,4254332,0,2130354,65203139,0,0
154174,229446372,47022815,5743178,9692601,71290,4433097,75597623,0,0
154235,330550712,92398121,7384520,10774951,2602492,32353367,80335281,1691089,0
154262,,,1273480,670276,393790,198670,,466462,0
154350,150227314,37095369,1566795,9614884,2079957,26694779,37685829,3245000,0
154493,113828825,76592483,1843814,11440341,8353931,18395220,53713591,2465363,0
154527,215597614,88020333,3803942,12875428,1541802,37829762,49482678,2677194,0
154536,42552667,1513483,923578,569292,0,1972512,5693664,0,0
154590,76405296,50615026,1125657,6788503,3038328,14977114,22766079,1755154,0
154688,104053131,29649972,1988119,8267364,1996774,16102361,36964031,1030307,0
154712,155052153,65550144,3771826,7023877,1497703,32123874,53877604,584987,0
154721,38705707,24725791,889429,5050021,1795374,14168514,17376856,0,0
154749,45199680,6484175,1178434,4251853,888034,7960372,13917668,392123,47234
154855,18177925,11323854,413030,4250072,1822437,4566469,12026235,70500,0
155007,53967002,28070788,560409,860252,728528,866729,6274885,185166,0
155070,19596943,5083086,283658,479312,500369,2673653,8690189,161000,0
155089,111830855,11729767,2424108,7363004,2079656,11338094,27962242,924273,0
155177,41799184,4856454,570004,2549713,599407,5533799,11493342,218773,0
155308,7912500,1495771,80548,359787,546032,331407,3038721,0,0
155335,79433180,27464964,1193481,5888755,1780575,16110575,25596126,1143168,0
155414,72781593,5621934,654140,4865912,1241180,9926951,17526478,462950,0
155496,14476329,4186150,344772,1130130,308407,666475,5195500,165658,0
155511,80364043,18192189,1000381,5597941,1346608,13738234,20103487,329278,0
155520,64440965,17961619,1799145,5193147,2040626,13777580,32288464,502855,0
155627,107254264,83631737,6854413,15890644,5658427,21333413,59914748,392446,0
155812,58484851,11028309,875257,6112452,1567938,10417148,24018137,765089,0
155900,33573591,12470997,2349538,890373,2521840,13722370,25799248,416220,0
155937,46312615,12520852,965180,3512762,1378777,6474201,13418089,369873,0
155973,46613615,9723929,702106,4712979,1029375,8508689,15514866,317085,0
156189,112488977,2578488,1717725,2704208,1495253,2209689,15218353,2083915,0
156213,144144761,18513229,2356921,6242564,2534319,17001197,36448824,3140185,0
156222,279583970,10014841,2894244,3107311,0,7723775,29118589,0,0
156286,224151602,87733201,6358515,17671036,2888187,60675011,76796689,6744537,0
156295,1671901831,80783063,10419270,12290341,7541152,65721011,139121807,3852787,0
156356,42110743,9749085,368376,4491220,1843499,7418426,14477610,1775765,0
156365,173713560,57403120,6567573,28687758,7849702,25906191,100257638,8209989,0
156408,511808579,139498576,4448411,12580599,1259608,36418309,65071625,2972710,0
156417,27023981,185834,511822,354719,259056,352584,3223666,0,0
156541,385747498,69741979,3417152,26758406,9836496,5787723,96854195,8517090,0
156727,98093820,27950502,2743140,2177350,0,0,32500937,0,0
156745,82979191,40898511,3582495,7038607,1605969,27291281,31075684,2868202,0
157030,7587996,418746,64194,14429,190361,66362,1890165,0,0
157076,62581092,21473132,1021129,5307568,1702230,11334242,18275472,2444739,0
157100,35256980,10397075,407506,1756378,1154469,5888554,10647774,969153,0
157207,42921911,758258,265681,118978,0,79528,2917240,0,0
157216,91927117,30372114,1703811,9530417,5718784,27950689,36495984,6705883,0
157298,104541955,15961168,1410167,580858,0,1040950,8790521,0,0
157377,64125796,26178618,1122011,4665495,2514931,7726330,20095752,2863234,0
157535,162175810,101294066,5972964,10197813,3567986,12012784,56356275,42532,0
157748,200466292,34654833,3673812,7361828,0,907755,47095260,0,0
157757,79512121,14725405,1191411,4694853,1866358,5750878,33939754,2618797,0
157809,61728261,21318426,1683408,9416218,2393425,20765081,32927525,2608280,0
157818,324413032,70250718,5928918,8092943,1135030,19362282,37744409,3087603,0
157863,72906769,19269044,2468225,4734497,2715193,11854570,20406079,2490525,0
158325,,,0,25395,124892,160548,,0,0
158477,165616754,22786487,1599269,6685857,973335,13226201,25197729,1707137,0
158802,269893380,7755090,5790595,6360769,4632897,11280987,38370573,1551921,0
159568,103090371,29941098,631562,5591111,2391516,6233650,24888320,2585710,0
159656,507724000,203966000,9084000,12647000,5573466,76960000,103961000,5265359,0
159948,106218060,1625587,2103823,735071,0,3277458,30039149,0,0
160065,63515910,18617813,1335944,1157862,1458880,1518541,17747246,65423,0
160074,32397532,12985602,2231511,2665907,1321084,1844984,23442910,2087712,0
160409,21978002,706076,758841,797694,84762,0,6027198,143705,0
160524,166629,499128,411571,193247,1290161,0,3700413,0,0
160755,2839325000,1044631000,189486000,87611000,4216000,202284000,1056669000,0,0
160904,416555918,21217294,15941798,11431004,7116994,22758142,112508121,4915765,0
160959,121729056,10112755,1716556,2071173,450043,11566791,26323340,0,0
160977,741026963,182490409,16751126,18899610,985859,37779594,115682775,0,0
161004,2358149000,376613000,17838000,36206000,1568000,41666000,177659000,0,0
161022,12466367,319865,1002465,370614,411854,166957,3310111,79875,0
161086,1856024000,314439000,19905000,31112000,1580000,46204000,158385000,73000,0
161208,3044196,1220005,22989,26953,82875,64500,2125093,3000,0
161457,559629790,170245120,21442361,23277739,2232941,47845145,185893109,648000,169331
161509,34539272,11122106,1142819,1559025,706215,7066033,16101767,83575,0
161518,67199918,25015146,1621575,8229353,1356282,17004356,34399013,252500,0
161563,77306144,16734288,1977276,5526806,1456442,9942149,19774732,344125,0
161572,52974562,19732671,5428436,3529096,1573518,6294022,23735757,129790,0
162061,24928936,7580503,1925018,4753824,706357,706357,17460943,568067,0
162210,57748624,24046880,2117304,4135380,2190876,9371171,29602314,739823,36500
162654,394278000,134677000,6058000,10342000,2303978,39073000,69289000,4223636,1187300
162760,199875299,53719239,3976864,9220198,2231347,25180000,43129582,1739936,0
162928,14656214000,4555380000,51247000,139520000,4792000,417091000,6395919000,1587000,0
163046,700282931,192982350,17172754,34203343,2506734,95834812,188274493,1427342,0
163295,324696375,104558642,19891057,6439250,1761586,36677576,92621430,894547,0
163462,187642376,86997792,5624260,9149122,2184196,43554403,69244297,1454303,0
163532,61018325,2030715,0,0,364123,5240844,7691844,105400,0
163578,137890589,40643508,1977881,6838702,1769830,12363434,42734885,0,0
163976,205968153,40475683,1566371,5238859,551435,9211302,27015297,95320,0
164085,10772400,13702777,3873968,947365,0,83759,13049582,3623,0
164173,302752205,151610986,1257517,18163437,4292009,52145678,82730818,4478890,0
164216,454444953,78640694,3336280,13258226,1439301,33084635,63763053,0,0
164270,217534000,65179000,3175000,12019000,2637000,47950000,66288000,1647000,0
164368,97882861,76110639,1568168,17948410,214009,34456672,108817653,0,0
164447,88386195,41059007,860290,12122177,3405937,30397611,50893394,856823,0
164465,3792798254,699113593,38452205,36681400,2263248,47004083,232751101,98500,0
164492,53104648,33540590,1099291,10105801,1941737,21042753,27627245,259646,0
164562,240513543,63670568,6450171,12651804,1672453,47313793,67021746,901104,0
164580,872189314,232406591,36131545,34295535,1587964,48901017,211204829,185050,0
164614,1822843,1711619,268837,2304,87804,0,1492085,1400,0
164632,117799617,28586485,8940526,12686748,4294659,13199393,55525403,668994,0
164720,47781132,24116075,2265343,8108929,2588192,26387766,42935007,846377,0
164739,681082000,269587000,20834000,37772000,2750000,90890000,213514000,566000,0
164748,761618023,414623856,19535224,25703459,4976426,75020477,280456664,55850,0
164872,35421404,16884587,2521915,3071226,388437,1032106,17805621,41950,0
164915,3220253,1008239,97015,208902,0,9646,1578132,0,0
164924,5201272270,1626471942,99961811,94200147,6608219,214632613,869739257,810900,0
164988,7210562000,3011018000,138032000,91212000,16106000,456635000,2077641000,1036000,0
165015,1638021472,407782209,52000563,35856920,3025789,105601627,364444106,628279,0
165060,,,858369,33933,488214,84291,,20200,0
165167,85856712,28464366,7054859,10206679,1132512,2631627,35982705,223050,0
165264,42853345,18940090,877642,2449240,1333522,305447,15626393,38500,0
165334,631242000,109057000,17383000,15538000,2254979,72713000,123609000,1008988,0
165495,1739132,813929,197881,0,0,47910,886116,0,0
165529,221721488,87984234,6468601,19698287,3109370,40809550,77345858,655801,0
165574,111553669,59898507,3629465,10328766,2163070,25813549,41300430,374500,0
165644,41259818,20924095,382114,3886117,1258943,9983191,20793430,0,0
165662,1047808077,596316596,26966993,28821789,2793138,52130599,218407506,474116,0
165671,451961576,303236365,5984598,13204949,2355896,42330303,74015673,829893,0
165699,399754172,126596107,12549980,14305918,2379726,39901848,109471115,165600,0
165802,56860625,11902344,1520284,4527547,2767008,9880621,22859294,44100,0
165884,14257736,8313211,1451363,3269011,1668686,1,16215087,242050,0
165936,201331767,54140960,3216251,11951188,1511354,28231007,62253752,438453,0
165945,105742283,15736631,4424516,2088865,0,7491807,23866554,0,0
166018,115794333,44108831,4922647,5004572,1185778,20497670,40383530,137400,0
166027,61462439000,11292723000,919223000,197858000,6210000,480989000,5382878000,0,0
166045,14627034,6901760,435799,343842,2723,1277089,8794171,0,0
166054,42088341,8481688,1029389,1057691,97028,1423172,10542290,0,0
166124,1320181892,297846852,14201960,41335984,2403282,65887126,190029727,496350,0
166391,138640632,73390088,2638450,11851454,2559409,25455200,58502289,790158,0
166407,,,0,0,428456,72200,,7000,0
166452,417901477,158065377,14494708,12227762,3133620,20946356,104195091,0,0
166489,25873748,1172950,1057392,578986,26301,4789001,7396846,0,0
166656,1486480487,118827612,18495856,26333126,5537011,49622514,187346969,1001450,0
166683,30505530000,6288599000,418415000,95442000,4306000,387338000,3891684000,216000,0
166717,43245177,24368973,10017326,2987109,43805,1527290,31017906,0,0
166850,276990380,139232256,11936138,31601291,3372060,83897609,138537866,638500,0
166869,170396000,75596000,8963000,3295000,0,7598000,59698000,0,0
166911,15016205,7793296,672394,1533299,677034,5139099,10122010,139138,0
166939,1113167836,224416150,19839656,19654164,2105502,53078775,147659547,331736,0
167057,251412598,41137211,5822821,5306317,294994,17166174,52636945,37458,0
167093,65227114,16165048,2211303,1576289,0,981462,23847905,0,0
167215,108370694,8361059,2478691,2360821,0,18634967,19656201,0,0
167260,104926781,22543837,3523596,9958208,2017995,21341073,37883631,0,0
167297,,,0,0,108508,921599,,0,0
167358,3597441000,1379607000,217091000,154983000,13103000,363406000,1344726000,1878000,0
167394,69356608,20567300,1378764,3907055,2449743,13786309,28114299,593525,0
167455,25101977,12113839,850981,3703135,975774,5904239,17505789,239650,0
167464,13535948,432185,54147,0,0,0,3272002,0,0
167598,112421846,69495425,6824087,10134940,1795008,24187079,78508485,464200,0
167677,106772622,12058375,308147,9205,0,2593224,6316194,0,0
167783,504769958,271550158,20322245,12957551,2113159,51152605,186860363,406150,0
167792,38179751,15580374,2263552,4288042,457774,12956404,22587454,0,0
167835,2735397166,387826206,37837095,33477957,2709824,70687850,234578827,247800,0
167899,248405282,85610661,3411520,14838782,2334705,50698245,106532890,332450,0
167996,434452173,125183120,6863187,17927451,1447004,56281496,97515143,889129,0
168005,762474012,443357662,39379304,30142294,6159166,99012729,235867528,1724020,0
168148,3775926242,1083524888,206212813,34609318,3402429,144531377,959685947,431381,0
168218,2991368000,505419000,24235000,51571000,2727000,67876000,229803000,280000,0
168227,423680198,175557455,4598763,21204007,4573471,50379300,134188288,1102178,0
168254,250629088,123478165,13737080,17665800,3152120,51489920,107698223,948804,0
168281,374085010,85963818,5082494,14802542,1572651,59952522,81178142,513160,0
168342,4107584297,921315777,28875421,48752640,2283648,48458017,269115117,0,0
168421,1164377000,512556000,21341000,27610000,2186000,99179000,294330000,1224000,0
168528,148979647,55820484,1208971,9991644,2721614,41490893,49318030,2155222,0
168546,279868060,77421753,4206484,15213386,2992182,50899073,64418805,1924290,0
168591,239263678,67996447,4376843,14227966,1811588,35487252,49337235,2170687,562352
168740,201801251,50963078,14244466,6396130,1803805,37813299,100048153,236182,0
168786,134653902,43071635,1911279,10192532,1690020,23472302,37896066,0,0
168847,539429938,27960230,9540827,19856000,13977480,608905,105743148,5882250,0
169080,532360000,153698000,12052000,20103000,2635000,57799000,116382000,0,0
169099,69466519,2548081,1370446,801532,0,1220234,9852529,0,0
169220,9203696,2669640,201837,514189,0,68860,4412392,0,0
169327,24296185,13280345,661348,2199533,765622,4456164,10873879,499272,0
169424,48896851,620411,694990,108583,0,2065050,11259027,0,0
169442,256161649,43908255,4774914,6839555,2143603,23195486,56659778,2107262,0
169479,192809962,69334824,35097669,14469451,8401464,19226220,94058795,4375824,0
169716,253938691,93930426,35522548,14952196,4105813,48859461,159968530,3184845,0
169983,242847651,48884630,4571396,6248899,1542850,31894648,65925551,2152627,0
170000,11206450,2356697,597983,3543487,2750426,2803138,12096476,986499,0
170037,101647008,14334477,4835580,9914028,2647280,12149392,39082238,2148995,0
170091,3341460,1373812,213040,1146400,445987,1443909,3086365,230061,0
170286,1253103499,104896361,3562351,12831445,0,29396995,140682842,0,0
170301,493949000,70875000,10278000,18255000,2331000,38423000,114882000,2635000,0
170532,383146506,74715941,4674622,11076391,1712424,49070176,57655449,800634,0
170675,213033011,85442581,6426173,16191733,2029973,19901792,72423936,1919516,0
170806,120870423,49244776,3305160,7707597,3319708,12873098,47465571,2351501,0
170967,25763595,21900684,670616,2878554,1817123,6385317,13893527,0,0
171012,,,447544,76189,343638,0,,0,0
171492,206640197,21614635,671855,11024137,3204909,16443289,56311968,1803772,0
171599,58476879,15202873,667114,6618543,2587344,16111298,22844897,1455892,0
171881,11330002,322211,1082665,385709,236879,708982,5156588,187958,0
172033,29269975,2087888,638274,1599199,45027,985838,8372325,10610,0
172264,100727760,38778037,2550210,10484688,3294720,22103295,37500983,2206527,0
172334,117544042,39942732,3082046,14959206,2221946,16004298,53384937,0,0
172440,36458956,17728277,665250,4462161,887050,3218356,13106234,519687,0
172477,171775668,77755714,10640132,5264202,0,14060234,53727497,0,0
172608,79556352,22754956,7967926,2550347,817789,928300,28447089,283994,0
172705,67532404,3173799,602624,1039000,0,495924,9518121,0,0
172927,,,64893,63927,54730,0,,0,0
173045,209465774,83758455,5982659,16730077,5994683,46785232,86166804,7764615,0
173142,97860298,21200176,641830,5316347,729381,8511818,20223622,1175573,0
173160,206434060,120522852,10136173,12354525,2908221,43936579,100136744,4964009,0
173258,1414260160,180462090,21605206,16631271,1315714,47177552,144407213,548878,0
173300,365441053,71432245,5840808,11682492,1883037,44732898,88888367,3242180,0
173328,151249520,31539310,4093256,24552678,5285167,11948275,65212196,4443308,0
173452,62064795,6328796,1601765,4042452,853955,3290728,20378413,407539,0
173647,467995139,102371740,4590770,15370013,2895068,62743017,84998815,5030597,0
173665,222794569,57297727,10476172,15741372,3791379,42881051,80865333,5593771,0
173683,,,163852,182315,0,1272,,0,0
173896,139682899,18454596,1651025,1146348,0,5870313,16822458,0,0
173902,1007705000,119761000,12533000,24485000,1830000,58759000,122308000,746000,0
173957,,,27348549,12070858,57137,1538471,,665000,83800
174127,91043825,12896614,1695928,3711825,1236529,13605649,23413993,1178562,0
174154,2872627,2419905,545777,1963394,1470877,1239900,7938845,763202,0
174437,50459831,10573516,2161980,1119716,1887483,9956205,26648294,1645922,0
174491,143232354,38048379,4130751,11989063,2298131,17669807,82423015,3473444,0
174507,38389648,14050070,1815154,2736119,420772,2229460,30103199,0,0
174525,7768333,2517328,165588,645063,245875,0,3310173,185923,0
174747,251991111,59716479,7415377,9470353,1878650,44815297,64421120,0,0
174792,424591848,48240151,8934671,10316099,1557467,41912148,72602730,0,0
174817,182925802,31246155,8458505,14148506,1891730,22204514,76000777,2053155,0
174844,812980169,111903576,12274500,21020785,2825783,92952625,123102963,2745468,0
174862,35449181,13312700,2614346,4862704,1434021,6042225,17074609,866397,0
174899,197957414,71127130,6520531,18422520,3216393,38177349,82215692,5151016,0
174914,1331564102,336043805,24715149,33534359,5478341,151293753,264467000,8054115,0
175005,311571268,102726643,7573584,13850136,5649476,37815370,100051463,5156575,0
175120,,,0,2021868,1856188,6137954,,855063,0
175139,12627744,503040,607176,561289,0,530156,4026192,0,0
175227,58463238,10542790,2904567,2628832,1711784,295313,31862633,1410942,537133
175281,69178153,18746347,2639984,3260640,0,22328283,31509152,25000,0
175421,66855068,26559812,1937957,13678988,4496314,11418409,44067151,382919,0
175430,35366741,5806773,552243,1539073,1509289,188188,11482313,351513,0
175980,178487613,43741107,2243385,6934813,1188411,20045421,33782593,490183,0
176053,240766156,45947588,3530780,12466486,4168532,33730511,75993423,1730143,0
176318,77370415,12034725,933921,1878669,3309142,68696,18333455,10625,0
176336,474750,140879,48000,44500,259218,259218,784033,0,0
176406,95926322,7557507,2682113,4356138,3044216,2008151,23963418,324422,0
176451,4432495,395697,149225,89367,0,65085,1252743,0,0
176479,250187217,60742169,1428874,4286485,5385587,11736678,63519786,973275,0
176600,5433080,1280536,3576,235975,0,232453,2570423,0,0
176628,56973118,27212508,357921,3416192,3020411,6409229,28049098,595184,464194
176664,5456216,2926645,317679,1010518,642773,839452,4692510,0,0
176770,,,508920,847553,909507,413958,,179056,0
176789,15871314,2204610,1250728,519239,489763,622584,5977190,0,0
176910,10248184,6699327,382532,946581,629355,1250356,5527526,0,0
176947,138609355,14815021,1631620,6465212,6330547,16423064,35474251,1593560,0
177038,52928925,8601121,2728449,4033087,133913,445145,16855063,0,0
177065,253355155,16489817,4486791,26753758,20853782,11459545,91850631,1272753,0
177083,7846802,5950,397010,506841,70516,1268502,3012751,0,1102744
177092,218409754,8793601,3264398,2707460,0,6155207,21549354,0,0
177117,121697247,1182623,2676072,2495385,606357,3240733,18504553,0,0
177126,53129567,1204178,783202,1449596,0,1866558,8926848,0,0
177144,65377144,15450493,316836,4772785,1765698,12793347,21462004,402505,0
177214,191842242,52703662,3719422,11514632,2137674,26903547,53752390,1077640,0
177278,26048577,1802199,39654,89104,0,699955,5733962,0,0
177339,76607682,45885756,1141883,6424398,3478256,19684752,38010608,0,0
177418,51486952,32156506,2894228,4919109,1903669,10577642,25749755,597681,0
177542,29721125,17831937,548503,2238376,1399905,5690513,14604706,311220,0
177719,36880072,0,1879028,3582325,924109,2833271,22630360,173495,0
177746,162689399,32958105,3970056,2751890,1471503,13509969,22550515,795340,0
177816,65960691,227773,639071,1815770,0,730147,8842902,0,0
177834,382414958,115418170,40136038,6648351,0,368621,155110896,0,0
177931,,,0,37946,156841,13600,,45757,0
177968,442236276,14268381,13940874,34556274,7655600,38185775,137264886,1759251,0
177986,101664851,8289756,6530488,4279978,567526,732281,34538120,84714,0
178059,276968423,125183595,10845967,16815246,7768816,40107584,114549428,1367388,0
178208,66932777,7981667,3922477,1898701,1112020,1356430,20040931,0,0
178244,88908645,42129612,2692828,8571378,3406086,18016666,35130861,792410,0
178369,45493151,18696173,1284360,8491065,2891302,14478460,22644798,425290,0
178518,16769241,1274746,701154,168421,0,632197,4088196,0,0
178679,21541327,2325352,530047,1978052,1182950,1896211,11231585,0,0
178697,665049761,40627121,553363,3094269,3379069,22672826,63958283,1144290,0
178721,184306742,44373125,5690785,11759476,15078305,7260950,84306597,0,0
178891,129920980,34744286,1078325,1275215,3151814,2136091,39598134,932717,0
179043,155114130,57914964,6684425,5832535,1612845,37441034,54892955,0,0
179159,2483111987,859127257,60363793,31429302,6425271,187139074,839258754,2897557,0
179256,2585663,306909,125180,450647,192695,184389,2503594,0,0
179265,293235345,130570771,3986858,9152063,595634,6783108,52145336,216520,0
179317,34285018,1122077,675944,338477,0,456951,3389355,0,0
179326,80966363,27800833,2443853,9265558,4399662,20345118,44313765,0,0
179548,79442281,15172247,1431912,2798126,1144819,6880274,22023585,0,0
179812,322134694,73042845,4407549,5334135,0,2968855,68829631,0,0
179867,15103569000,3335264000,227173000,99968000,4875563,294823061,3560028000,1931496,0
179894,386064831,132843048,36250452,19519138,3990710,31491901,168270169,1282783,0
179946,90674045,15313648,1990548,4664253,1043280,10456482,21785625,463340,0
179955,135223821,27851325,2023278,6322990,911782,15716876,33233381,518206,0
179964,49883615,5502230,2061400,4476318,1345146,9460714,25331391,327500,0
180054,30392002,8502103,430578,896667,856186,178528,10704956,214336,174862
180106,125734988,22367834,3332064,8151796,1168757,23298199,36737097,0,0
180258,52946643,4181841,531615,6389562,1040862,6976503,24270749,0,0
180595,75298645,23455881,2159408,6617958,1289815,12731712,26875545,0,0
180647,30104198,7952528,1475471,1535979,2130103,1935302,23297201,136000,0
180717,2575455,691487,238697,153811,2304,0,1200583,0,0
180814,215489676,33760720,7598468,40823073,12067395,2476425,104417697,516059,0
180832,24148588,7509664,3221282,2688172,1018641,2495818,21251062,221598,0
180878,,,2342221,1180447,844399,423175,,156482,0
180984,167709828,42241424,2454107,12217013,1393495,24853584,35915125,228315,0
181002,1453501000,426697000,79690000,28448000,2331635,101611182,397358000,232181,0
181020,195656301,25747356,5456343,9200689,1804122,22349351,43642074,324912,0
181127,144721428,36023975,1132752,7868736,1399388,17079137,30148961,243954,0
181145,,,0,0,19907,0,,0,0
181297,45850279,3590024,479714,2025809,1334749,4425530,22675076,255226,0
181330,77126559,28908440,549306,9289993,1776222,21724247,28728169,295985,0
181446,137124000,20997000,5369000,9151000,2615181,32434000,43738000,607045,0
181543,1044168,280520,22964,26744,36219,32793,658872,0,0
181604,94463662,9722949,442473,2771170,1530424,7398703,24817915,310092,0
181738,65761664,11900640,2127699,3509744,1258831,4488363,26907868,55318,0
181853,36039589,13213491,789061,2495141,843964,4216611,10900092,64665,0
182458,39028332,8799201,2434625,2885400,578280,5730134,14353452,176026,0
182634,106205633,40854933,3505626,6915741,1119579,24553936,30868786,0,0
182670,9078339729,1893964713,241795559,90713696,3368359,170977983,901762999,0,0
182795,85672978,46139841,4509691,12619663,2083047,35870209,50379077,183500,0
182917,4719351,4347458,168300,170893,196505,1717974,2928756,0,0
182980,97121525,41867243,4930522,12856149,4751221,29042441,55364418,154825,0
183026,1124951736,367161289,140649300,277299818,146197269,85386170,790656154,842399,0
183211,127299502,48192317,3226860,5685019,1701019,14846070,34140092,0,0
183239,315292787,103465076,6595333,15196739,1118273,45905304,82287496,46750,0
183248,,,129526,117559,157072,138043,,0,0
183275,6602927,2271259,111758,228814,184610,922575,2800169,3200,0
183600,1578551,6819,41756,125254,0,125254,672739,0,0
183804,187201287,52815973,2113833,4728076,10802152,50518057,56008958,6855454,0
183822,104842913,44033607,4572346,7898933,5813470,19426788,42536489,11188319,0
183910,57209000,28787000,6086000,7236000,3910794,32056000,45568000,7148538,0
183974,83888913,40784322,3086950,8184525,2206410,19531364,38214990,3741384,0
184348,265013000,103685000,9483000,17163000,2442000,40888000,87694000,3820000,0
184603,428238000,139472000,34638000,40335000,11164000,115933000,214496000,18299000,0
184612,95037632,40198763,4346917,12902300,5072555,26368821,47251358,8438795,0
184773,124131723,32683909,7322968,10169296,3182946,19829334,46064927,5066406,0
184968,,,112940,448814,211911,0,,0,0
185572,406826832,43077122,32736860,18378059,7074630,71900844,183080695,11681895,40000
185679,,,0,989045,772599,830174,,0,0
185758,32780449,1190703,1235512,0,0,250479,4806079,0,0
186122,1419594888,283661123,18974708,4809021,0,6371928,65095924,0,0
186131,33030216000,4573636000,188768000,143973000,5761111,283506000,1796225000,939874,5577691
186186,15149280,1312936,51858,1138530,586231,1388877,5627991,95186,0
186283,278802000,134793000,16186000,26204000,5797000,83778000,149558000,9503000,0
186405,,,0,0,13385,0,,0,0
186423,,,314205,60766,0,0,,0,0
186432,151557446,70206138,6447651,15364044,7994523,45144156,73694533,15853788,0
186584,814560000,376532000,44924000,52446000,7693000,128768000,307527000,12670000,0
186618,69674095,31374030,2231512,4424381,2247081,12234999,27784943,4401855,0
186867,845104000,411561000,39036000,32368000,2988876,91518000,264926000,4140155,0
186900,2542101,467889,185,140360,239643,288759,779195,170572,0
188182,28302925,3857937,899695,4308064,1073185,2535677,13323658,58291,0
188207,5941997,746483,1340322,437320,0,221818,3282366,0,0
188340,105350258,64896854,5538134,4670686,4525836,9679743,40090478,0,0
188429,548362844,205645234,24725783,36046639,7332809,82650603,231203246,221822,0
188526,139172038,34607460,2393476,5840497,1043205,13742589,50302561,632753,0
188535,108102273,16755076,3024937,2434925,0,13774110,20361953,0,0
188580,346894000,179095000,12508000,1930000,0,0,441104000,0,0
188641,321880005,46537562,8647393,12100450,3623689,33898494,74466973,473752,0
188669,,,1375114,430784,116740,1021229,,0,0
188678,55225424,37753125,875788,595935,548257,2954955,8917957,45286,0
188687,4206635,4043340,160041,541125,905064,0,4978811,0,0
188854,148591949,112280553,6647722,14208334,3547300,18877866,83335190,779347,0
188915,,,91315,40881,86215,50884,,7005,0
188942,747720,130085,26785,180012,856054,44550,1494014,226827,0
189015,91645236,44425104,0,0,0,8688061,65560885,1061353,7949082
189088,596078202,256362358,12378637,14458673,3415521,63643923,182191812,0,0
189097,830490000,311518000,20769000,13240000,1889707,35494252,199285000,1165877,0
189273,6217961,4415595,325552,334709,403972,398012,3428294,160842,0
189282,1989176,779522,271256,293635,65411,210480,3468570,32106,0
189413,72171436,20828445,1196129,2222068,2940324,2175296,11493411,1860384,113042
189501,327973229,79961878,6468584,6922301,0,28849245,58323545,0,0
189705,270907397,79084989,7246601,20111163,3221928,29817726,78812889,0,0
189848,61477530,32580349,809757,5160450,1835901,15884859,24937800,1111149,0
189857,10042436,1358692,100043,2125925,2178008,1050889,4878401,0,0
189981,6438157,2371999,549084,679145,0,0,5206667,0,0
190008,,,62852,47051,47405,62852,,0,0
190044,450628637,134743660,13447981,21321089,3234878,104731249,133256750,0,0
190071,,,247909,548412,141310,211379,,43769,0
190080,21017277,740812,133223,371988,0,63833,3460348,0,0
190099,1634622855,415363885,18846999,46542300,1796472,63143911,210170046,0,0
190114,97395972,66872829,3043014,6971522,3720931,0,27302365,1878280,0
190150,21006014000,4707326000,107487000,185141000,9872000,492512000,5037252000,245000,0
190248,50786834,29459052,1566577,2958144,2905580,9188006,37449280,1380489,0
190372,1117500055,369378086,24936737,4907225,1151000,29573799,80064303,373665,0
190415,11179645967,2617931024,298062212,203632616,12147450,405891863,2458715330,5871153,0
190424,3837908145,2078790581,68868973,12420771,0,30019433,2284863808,0,0
190451,,,442892,295261,382831,810357,,97860,122605
190503,477803642,192330371,16527422,15037659,4356487,32386619,142395912,1112461,0
190707,,,0,0,21204,500,,3417,0
190716,227503017,83896049,7492752,10128140,2434292,18098945,65580056,518632,0
190725,77974744,35200349,5159481,8578966,2822347,26856522,51192900,1900542,0
190752,8536551,2238845,0,174583,36577,439543,4168262,12965,0
190761,67958899,38794975,2281153,7573178,3015731,14030309,40379089,1422988,0
190956,8189838,585772,0,216567,88533,232712,1880120,58569,0
190983,123499788,18603162,2547351,6712869,1269379,13294991,35203507,1500,0
191241,2151423000,786584000,176904000,0,9314000,252398000,660060000,1404000,9000
191320,62959246,1280828,676345,338939,0,589090,12185962,0,0
191515,1394894000,167364000,20145000,20773000,1765000,36187000,144052000,596100,0
191533,142667541,55194894,2198103,9603469,2120441,28835699,49887778,1078369,0
191597,10273409,1138268,851134,868671,536231,202017,7381702,171289,0
191621,32958612,10336528,693554,3740183,1521435,5904292,15240846,1131938,0
191630,410660089,87768923,10482885,24330596,1912523,55605026,104720372,1110513,0
191649,1293010236,366094063,31885058,56865168,7083957,166491491,374428772,18112,0
191676,116254027,32208711,2132289,7931977,1732135,14025908,32012635,1120684,0
191931,387968000,116971000,8973000,22534000,4459000,56796000,103201000,2505000,0
191940,,,155535,200264,1042554,0,,130239,0
191968,834703732,202469395,20083283,27970409,5667626,139113546,231452699,368729,0
192040,370665546,114106675,5160787,1681788,45500,5503850,35696593,0,0
192110,1284118823,283872799,37678497,8058410,456644,25801060,113290353,0,0
192165,4949592,1162598,157845,420920,814140,249916,1753833,590860,0
