UNITID,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT
211556,314,22,79,26273907,26,1654239,59,5372865
211583,210,18,88,23339275,46,2591607,80,7332032
211608,213,35,91,7172903,69,2064578,65,2663088
211635,5,3,58,811043,48,437225,81,1161853
211644,742,20,82,20452230,39,6218865,67,16665408
211802,42,15,46,549017,26,274004,53,1009978
211893,22,17,100,1848573,8,55300,39,297500
211927,614,6,49,19062976,35,13462167,25,1495245
211981,377,20,87,42406621,30,2846747,76,10334090
212009,453,21,80,64594043,14,1410767,43,4829595
212045,79,38,79,840105,50,476355,75,1239993
212054,3161,21,90,351003763,24,17315037,49,50919500
212106,1300,22,97,128296420,18,4678419,61,23181629
212115,1123,21,58,19627495,41,10199406,68,24309371
212133,329,19,94,31212156,43,3189158,72,9053721
212160,697,21,82,19790102,40,6065925,69,15678427
212197,370,21,93,26810904,21,1558170,69,7964609
212230,34,62,51,140401,45,116271,51,222734
212267,54,45,53,301758,51,255844,45,421787
212276,36,40,60,257321,58,201523,54,387206
212294,29,40,68,210408,58,163938,54,301255
212300,34,64,64,127211,60,107437,47,179833
212328,30,27,53,240007,49,176623,45,344679
212337,49,29,61,508034,61,406042,54,791573
212355,99,52,54,470461,52,411558,53,742769
212382,79,41,64,572841,61,477773,58,931967
212391,61,44,66,427370,64,367706,56,621589
212434,94,42,93,1381012,70,620865,79,956681
212577,627,27,63,63527971,19,2149549,44,5457295
212601,719,21,74,59749851,26,4131572,56,12969868
212656,310,24,94,20495717,36,1842516,88,7363479
212674,681,29,96,80216779,20,2267685,59,8864061
212753,61,45,58,310077,55,286477,53,576432
212771,0,0,1,4646,1,4646,2,24500
212805,490,22,69,11248244,0,0,0,0
212832,239,11,68,29391878,29,2825678,66,11704082
212869,263,19,85,14724454,61,3862103,77,7526205
212878,1275,7,57,32080002,38,22527863,40,39184724
212911,363,28,46,30548506,15,1014501,15,1019996
212975,111,60,50,693158,39,362077,0,0
212984,344,16,75,28892014,35,3540780,71,11254646
212993,40,31,95,1912484,75,463238,82,911841
213011,252,17,67,11869385,27,1938273,59,6642777
213020,1863,22,72,39874835,38,14321406,71,38997626
213163,1,1,67,242947,32,122339,60,355986
213181,283,57,88,2488052,72,1516924,76,2479085
213215,240,92,28,287498,28,287498,21,320524
213233,154,32,86,3040583,53,1103569,76,2349728
213251,398,28,100,38368551,26,1713782,68,6081269
213303,340,26,90,18198835,56,3256856,83,10604276
213321,557,25,85,44514392,24,2590825,77,11698342
213330,17,57,37,36357,33,34524,37,77315
213349,1392,19,80,29760459,33,10573120,68,32885286
213358,205,17,82,16951873,36,2066188,60,5208515
213367,791,22,88,59508377,38,6743242,64,15946874
213376,387,19,70,9803819,53,4613418,73,11703730
213385,698,26,55,62540226,12,1500973,25,3164425
213400,166,10,90,13636133,38,2304632,62,7018258
213455,189,47,20,300128,18,294028,40,573828
213473,7,6,80,391664,63,232494,82,519369
213491,13,20,18,39931,17,37431,12,35736
213507,478,28,95,49523754,24,1788041,71,7958112
213525,993,15,46,17164281,39,13868035,54,24065923
213534,371,44,77,4051871,69,2635099,64,4705385
213543,1406,27,52,115449615,17,4536755,37,10959827
213552,64,65,45,151160,45,95574,60,139297
213570,425,52,86,3157232,69,2260646,81,4417403
213589,276,61,95,2462870,76,1532790,78,3042339
213598,443,22,94,19462428,64,6477195,82,12218113
213613,590,21,68,11641854,38,4499545,74,13361219
213622,13,10,70,489174,40,252526,59,901402
213659,685,14,57,11006807,43,8186554,34,7035994
213668,340,30,100,41099371,46,2470898,78,6081496
213774,163,22,77,3848157,61,2067974,71,3563556
213783,446,27,92,14269346,47,3678866,74,8076548
213826,360,20,91,38370505,32,2669071,69,9506585
213914,106,31,76,1606903,55,819969,90,1716074
213932,0,0,65,477904,57,454254,90,1065000
213987,585,25,98,68524940,27,2877435,70,10924599
213996,606,22,96,52171593,20,2296808,63,11229811
214023,2,25,50,32652,50,18159,50,26722
214041,1288,19,63,24304573,28,8013823,60,25065754
214069,410,21,90,32788530,26,2143278,74,10767039
214111,995,10,35,14558890,29,10615467,25,14829565
214148,102,26,97,10792719,42,763788,84,2149080
214157,427,21,90,48195366,27,2522470,81,14129460
214166,243,14,55,12265226,24,1755112,50,6617523
214175,538,24,85,61476717,19,1966637,56,8197236
214272,416,22,81,26635949,38,3171225,72,9380002
214290,516,68,72,3374771,69,2640747,46,2269929
214379,1333,14,59,24013318,42,15761504,26,16344942
214476,7,9,18,54300,6,29700,7,18600
214528,149,33,81,2892653,50,859647,45,1264686
214582,86,23,87,1876355,82,1307474,91,2375315
214883,24,2,82,4416218,57,2301289,68,5757007
214892,76,40,63,670134,59,533682,61,1060757
214944,250,38,64,1725320,59,1308393,48,2157530
214971,31,16,100,4196786,28,250111,51,711043
215008,16,17,41,188241,32,116815,30,197200
215044,44,33,68,293344,68,286145,91,629859
215053,64,26,98,2064938,43,509963,85,1495370
215062,2341,20,51,265789446,13,7467800,12,9844391
215105,401,24,98,42191462,33,2709321,87,11174257
215114,234,27,94,14191104,36,1459752,63,3617796
215132,426,31,97,22470714,28,1883953,66,6216999
215239,1524,10,65,58691918,58,48749549,32,19974239
215266,432,33,91,16037564,46,2859115,77,6417880
215275,411,28,76,12841750,36,2339323,66,5874047
215284,605,25,80,20090167,31,3273093,66,10106451
215293,4022,17,49,145426754,13,12959013,38,57477016
215309,29,21,95,1343532,55,323789,79,725906
215336,15,25,92,308000,82,200000,82,308000
215381,168,27,48,1495564,42,1185288,55,2205671
215390,71,23,84,667550,62,387916,72,1024583
215415,671,38,91,12694782,61,5334794,85,10688878
215442,627,22,94,55323871,41,5591645,77,16404609
215479,0,0,64,256147,45,142274,97,553328
215530,19,19,60,209121,23,70895,37,138226
215585,433,10,66,11400971,52,8326454,30,7807823
215594,18,5,73,1046176,32,434642,70,1681308
215637,126,42,51,978210,41,677100,76,1288200
215655,731,19,84,59572595,28,4370500,66,17135884
215682,107,30,75,1985489,60,1076975,82,2557070
215691,92,18,85,5867568,40,1067343,69,2790050
215743,403,17,68,34661196,20,2035563,48,7691717
215770,1104,23,93,111450327,13,2753559,52,16276809
215798,358,23,98,40548649,29,2113733,71,7359196
215886,16,24,83,564646,52,108862,71,232533
215929,994,26,93,86257614,19,3479861,64,16048598
215947,394,23,96,38141515,30,2250718,76,8329514
215974,9,3,66,687408,27,325313,56,1628399
215983,12,55,36,47155,23,19860,64,41404
215992,62,39,79,1163337,67,540001,74,791809
216010,1292,24,82,27480980,33,7465084,68,22748609
216038,1579,21,74,34085977,31,10154239,68,32652439
216047,5,10,29,85670,17,38460,38,103900
216074,64,34,18,173400,12,119300,52,310967
216083,83,24,81,3243528,59,1019646,82,2182352
216162,0,0,70,740193,42,326904,87,1214209
216223,60,61,52,220000,52,209300,52,561000
216278,620,27,98,81244087,26,2789541,73,11218245
216287,417,25,60,51343130,20,1685184,13,1314330
216296,577,43,91,8267891,51,2993294,60,3643624
216311,35,27,75,837616,22,131005,0,0
216339,4942,17,77,214220560,29,38990125,59,113375452
216357,247,34,94,16550865,43,1558984,92,4003925
216366,620,17,85,65828027,33,5305381,70,20850132
216418,0,0,67,49194,58,24398,58,21257
216436,26,18,98,1261825,74,495240,75,816553
216445,28,20,93,941429,48,298598,66,642970
216454,27,23,99,1041305,56,337517,78,653320
216524,431,29,97,52045584,21,1438747,71,7042301
216542,105,19,82,5984316,47,1211869,72,2760679
216551,135,44,100,5487650,50,403868,62,1144999
216579,71,56,43,214801,36,181987,38,224957
216597,1686,25,55,123284382,10,3241511,41,18937854
216630,0,0,38,28445,29,28387,62,124168
216667,291,23,100,41891530,29,1724723,73,7347918
216694,355,27,96,21554548,32,1859518,80,7369944
216746,84,74,39,319049,27,143615,42,336328
216764,2860,20,57,45790628,25,16403821,59,55841817
216773,13,9,92,538338,41,222821,78,883057
216782,31,47,89,427610,86,306115,94,674884
216807,279,24,96,32124729,32,1666693,75,5752165
216825,469,10,42,8514387,31,5355020,32,8812825
216852,727,23,86,75391881,21,2959648,70,15335172
216931,532,23,87,48461346,33,3459474,71,10972935
216940,88,33,100,7803395,63,806242,0,0
217013,198,18,72,12021959,30,1512102,67,5363231
217040,15,38,83,275735,45,90858,0,0
217059,942,23,89,34653722,25,4646415,66,17717247
217077,453,38,61,4551460,49,2826289,61,5086540
217156,1660,23,46,157427263,13,4611211,12,4940030
217165,854,25,91,66224273,11,1735911,52,11406847
217235,1473,24,94,109278129,37,10882902,74,31551446
217305,481,21,79,19882919,47,5644220,77,14357637
217323,561,80,82,2635963,82,2635963,95,5408801
217402,1090,27,71,86760934,14,2777075,53,14276345
217420,919,14,76,27840932,46,12560586,55,21631915
217475,2860,19,61,41786555,47,25044309,12,8848527
217484,3222,21,69,125422628,19,14092339,45,45595775
217493,480,24,35,21278625,16,1616694,32,4184991
217518,1111,25,93,61535607,18,3495707,61,17765083
217536,654,30,95,48221931,21,2078644,74,10820654
217581,28,22,58,258734,56,239369,56,534042
217606,42,15,72,1210180,54,730564,58,1106011
217615,270,12,92,9089225,49,3910572,18,780153
217624,256,34,96,6809688,87,3476682,85,4475289
217633,639,22,88,51732215,24,3101685,54,10657482
217688,578,20,88,46618234,37,4848532,56,11186870
217712,180,8,80,9167723,37,3138900,10,1356804
217721,718,35,98,27634847,77,8095445,70,10128926
217749,648,24,84,26280012,35,4097506,29,4285206
217776,194,17,85,15179446,45,2300605,70,5738812
217794,101,35,19,252788,19,252788,27,347363
217819,2046,21,68,62835481,22,9630394,40,25598338
217828,44,71,61,149269,61,141207,50,153318
217837,105,8,67,3426939,42,2221756,0,0
217864,646,22,65,23651072,21,2999718,45,8755047
217873,459,23,95,24163768,72,7437575,84,12828806
217882,3938,19,82,156574849,16,15339939,37,51073214
217891,64,34,100,1156516,98,851766,100,1592566
217907,266,27,83,16903890,55,2484034,62,2429682
217925,132,16,68,8723542,36,1308027,49,2687844
217934,166,15,76,9731187,54,2868317,74,5635547
217961,186,23,89,1570000,42,844196,12,10000
217989,77,16,52,1570922,48,1138003,36,1066376
217998,391,49,100,25813425,43,1533406,72,3442494
218025,489,14,84,22191387,54,10957566,24,4338343
218043,2,7,85,117244,78,72645,78,106781
218061,706,19,75,25845678,47,8978806,53,14241117
218070,648,24,94,84141666,12,1492263,29,4927162
218113,1414,13,80,35131918,37,15035345,19,11810279
218140,1018,15,77,24885130,43,12321366,33,12960082
218159,37,20,77,774041,68,637698,63,889470
218195,25,13,78,801730,72,681967,59,898639
218229,943,30,84,27367590,43,6796195,63,12465073
218238,325,15,82,21219171,52,4202307,74,16200015
218335,0,0,38,1308931,13,217871,61,1686473
218353,1643,18,80,32405786,44,15545028,28,11391277
218399,200,33,97,6079834,88,2818515,90,3955581
218414,354,28,98,27576735,48,3052909,78,6688873
218441,391,18,95,26608215,33,3188883,51,7125898
218487,219,10,92,10689946,47,4747808,15,1279415
218520,641,14,94,22673506,55,12119090,37,11004681
218539,342,31,93,33707091,30,1510891,53,3732754
218645,556,17,77,16676039,39,6254903,51,11197839
218654,440,21,78,11072239,42,4457016,61,8645598
218663,6279,23,82,145284494,19,26016537,44,79325142
218672,328,20,81,5245216,21,1597118,19,1779399
218681,216,22,93,3731100,30,1528986,29,1599855
218690,252,19,82,4350872,24,1454105,15,1132772
218706,144,12,89,3173808,16,984492,13,820288
218724,2301,24,86,78686339,34,16394680,62,41067838
218733,359,17,90,18919917,73,7850967,78,12839636
218742,881,15,74,31541157,45,13439163,59,24466748
218821,514,55,96,13866040,58,2769073,64,3302013
218830,712,15,88,30860679,46,11170161,10,1535401
218858,485,14,89,14016215,51,7685079,18,3123607
218867,15,38,64,126926,64,83990,0,0
218885,1966,32,84,29101350,35,10294998,13,4391080
218894,1209,10,81,72249992,32,24443665,23,13393554
218919,163,32,94,5021396,88,2475077,81,2935509
218955,54,6,84,3445807,37,1236400,0,0
218964,1073,23,82,44765313,41,9059782,61,20573970
218973,474,28,96,55125870,17,1310887,43,4647263
218991,804,18,74,15042153,36,7644032,21,3658975
219000,430,24,96,38315936,19,1496003,59,8005668
219037,41,44,38,213073,38,213073,46,281586
219046,473,13,46,9136255,23,3679747,39,9328247
219082,403,14,49,6603985,22,2575226,44,7977889
219091,163,22,87,10018570,37,1140504,87,4635114
219125,24,15,54,419835,42,242191,40,457553
219143,581,26,66,7490067,32,3261345,65,8479509
219170,0,0,0,0,0,0,13,17814
219189,374,32,63,4595241,39,1964004,51,3267311
219198,116,13,51,8325081,19,774987,40,2406203
219204,2,0,81,4666957,64,2728876,67,6193951
219240,0,0,0,0,0,0,0,0
219259,325,11,37,6758135,15,2098566,28,5093241
219277,104,8,85,8023762,59,3368165,0,0
219295,70,13,77,4874377,35,821270,73,3079057
219338,0,0,6,1890,0,0,0,0
219347,467,21,71,9461653,20,1866936,49,6930007
219356,2057,20,70,32224898,20,9015965,51,33957899
219374,28,6,63,1762086,57,1078616,0,0
219383,292,21,83,10527902,27,1658011,70,6474180
219392,0,0,8,7195,4,6195,8,14844
219408,37,31,83,796534,69,388394,0,0
219426,499,21,49,5239241,34,3276007,69,12027600
219453,38,22,58,407389,48,365302,68,521447
219471,1234,17,60,24533929,23,7359211,49,23813015
219480,151,12,58,4732843,41,2341588,50,4607916
219505,19,20,75,327585,63,272751,74,323523
219587,52,58,92,432000,80,204819,36,136734
219596,222,78,98,1298839,62,604014,0,0
219602,1516,15,90,69893550,48,21750542,44,29050544
219639,89,9,93,7445737,48,2585916,77,8125074
219709,1675,25,77,89520341,16,5515344,39,17665284
219718,445,12,86,26488204,40,6867774,50,13805705
219790,195,16,59,14016915,29,1617756,40,3114236
219806,556,30,96,38315872,46,3986797,61,7010496
219824,1553,19,85,27894487,37,11780076,19,8321707
219833,339,21,93,42436692,34,2666433,43,5895263
219842,0,0,42,7725,0,0,0,0
219851,0,0,9,70830,8,56830,9,146893
219879,809,24,90,12340340,35,4640863,13,2218283
219888,1455,23,65,19581943,32,7839578,9,2817628
219903,1053,46,73,7332198,68,6128462,72,10214219
219921,98,21,96,1512688,52,745026,0,0
219949,694,30,99,26108600,34,3419143,26,4513130
219976,611,21,78,65120589,22,2708276,47,10605129
219994,202,19,93,3735596,48,1700103,0,0
220002,39,36,82,571091,63,321729,64,524643
220057,545,19,93,11499004,40,4717042,11,942553
220075,1772,16,84,70919209,39,19835201,44,25812810
220118,94,36,78,1220260,77,1075550,81,1424355
220127,277,38,95,3462960,65,1633007,0,0
220163,33,45,84,223749,58,155543,49,158336
220181,324,37,82,6132248,60,2605966,69,3512448
220206,72,18,62,2666026,23,389242,30,986194
220215,327,20,94,22048392,25,1829052,46,4778751
220251,76,13,99,1547639,36,658578,0,0
220279,126,15,85,1396289,22,536616,0,0
220321,135,15,97,2028524,34,954507,0,0
220394,158,44,100,1552379,54,777561,0,0
220400,1053,22,94,19295229,45,8930193,0,0
220464,11,7,48,320114,31,205964,35,286711
220473,145,20,85,5385035,43,1373458,72,4517895
220491,6,2,67,793264,51,704364,54,1123482
220516,203,13,79,18861402,48,3820156,67,9803603
220552,279,14,71,15887169,52,4369949,72,12142054
220598,404,32,93,10979997,87,5771920,83,8785591
220604,145,17,94,8528492,77,3611820,78,5601998
220613,787,17,79,42110695,30,6475193,70,23747028
220631,261,13,96,31836016,47,4225797,67,11848652
220640,105,7,29,2095072,20,1091078,0,0
220701,233,26,99,15559172,43,1926385,54,3050423
220710,272,24,99,30480044,41,2343326,60,5895814
220756,81,36,99,1162268,64,507354,0,0
220765,252,49,84,1826652,84,1826652,85,2614415
220853,680,36,94,5812336,52,3018231,0,0
220862,2632,15,89,118170131,43,35512993,49,57311869
220978,3279,17,86,128421603,37,33918645,42,51780733
221050,188,16,95,3850188,47,1838045,0,0
221096,1700,24,91,27155383,29,8113667,0,0
221102,140,20,88,2618154,46,992218,0,0
221148,1195,53,85,10656228,63,5536099,67,10935621
221184,1368,17,76,27255359,38,12085972,10,3685439
221236,110,16,95,2307274,49,1088976,0,0
221281,74,18,98,1660400,61,813940,0,0
221333,89,10,81,1631720,25,719007,0,0
221351,517,26,93,59025456,14,1352248,31,3787585
221388,62,18,96,1099381,55,585738,0,0
221397,1007,17,91,22471923,36,8541346,8,2220803
221430,63,5,99,1888343,21,903344,0,0
221485,1650,17,84,36119792,52,20222445,0,0
221494,100,16,93,2262577,41,891586,0,0
221519,438,26,94,41766419,15,1226352,53,5597510
221582,66,15,96,1206375,34,556828,0,0
221591,122,15,84,2368244,44,1174288,0,0
221607,51,13,89,1234389,49,571971,0,0
221616,159,18,97,2597293,41,1248985,0,0
221625,216,16,94,3864660,43,1838354,0,0
221634,94,24,97,1096485,41,520690,0,0
221643,2224,21,75,33563409,31,12579688,7,3634298
221661,505,21,90,25525506,34,4105832,53,9092247
221731,207,19,94,17889472,45,2324789,60,4314890
221740,2297,22,75,67209356,33,16039459,46,28717492
221759,5239,22,76,177275635,25,27867301,38,56063501
221768,1155,17,88,44236356,37,12173705,41,16951227
221829,220,54,37,911329,37,911329,33,847429
221838,1191,21,83,45079395,56,17029893,60,23257190
221847,1688,19,87,59207601,34,13745734,43,20728942
221892,392,17,79,27538926,34,3333411,49,7815650
221908,1253,21,87,21918254,43,10327356,0,0
221953,288,21,91,21170706,46,2940400,55,5247769
221971,353,16,80,37994593,31,2925908,56,8327834
221999,1603,23,65,201039063,16,4940928,12,4830852
222053,2061,23,63,26841186,36,12495995,8,3449201
222062,1504,24,93,24408061,37,9217225,0,0
222105,39,11,69,994418,26,377867,0,0
222178,907,26,97,72473668,26,4226334,51,18828558
222567,370,6,23,5940386,16,4653519,4,786592
222576,1261,13,46,16859711,41,14946225,14,8680667
222628,0,0,12,15540,12,15540,18,37462
222822,490,10,47,5369087,37,3858547,0,0
222831,1474,16,61,38313489,31,13153458,33,18171872
222877,38,26,81,359761,57,207895,74,413927
222886,330,58,64,1433520,54,1204156,57,2032464
222938,67,9,73,3405805,48,1546141,49,2958170
222983,378,30,100,40992351,33,2061555,54,4427867
222992,2478,6,26,60345284,22,48950899,31,95646335
223056,42,50,65,182933,65,182933,45,174672
223083,0,0,71,1965425,46,996787,79,3535079
223117,0,0,43,91617,24,54722,8,37694
223232,3303,23,90,311229876,17,11220623,40,37792606
223320,398,8,35,9682524,28,7827001,9,2454182
223427,4166,21,31,26848835,23,11100812,25,25630916
223463,175,28,76,2566995,72,2181265,61,3036600
223472,26,13,76,667050,61,537282,77,988459
223506,238,6,32,3927737,14,2091161,1,199360
223816,910,5,30,17754278,27,15274683,10,9401979
223852,26,100,100,171470,100,118128,100,171470
223898,398,11,47,7168367,28,5106986,11,2224895
223922,203,13,42,3221251,29,1895485,20,1572999
224004,233,14,77,22028558,39,3035978,64,8066542
224013,13,26,60,141602,60,141602,64,270508
224110,687,7,54,12376423,19,4466330,21,11426959
224147,1744,19,67,36703520,40,18568908,48,28880925
224156,52,12,60,1028507,41,811493,50,1707166
224226,571,20,81,36076275,26,2996190,61,7761640
224244,34,18,93,1347540,49,441163,72,1011553
224271,74,29,44,482538,43,472032,57,1019336
224323,382,26,97,41471193,24,1658799,46,4174731
224350,526,4,41,21751527,33,17489202,5,1978241
224527,345,23,88,20976793,40,2655378,67,6533735
224545,207,12,81,11401301,51,4049769,55,7561025
224554,950,11,74,48162047,43,17978650,48,29080728
224615,4061,5,59,166365720,24,107694657,7,29870198
224642,3092,11,75,93983647,39,64219778,3,3767231
224660,550,69,69,4357079,65,3239985,57,4769759
224679,1633,84,53,10299353,41,4968390,45,4084300
224758,27,46,64,200695,63,197945,44,154919
224776,106,21,83,2674884,53,1246318,60,2535055
224828,33,22,49,343210,49,343210,53,474792
224891,159,11,50,2842285,22,1407505,7,476274
224961,247,11,42,4458665,33,3003993,7,1079269
225070,450,10,52,14205713,32,9986814,12,4163115
225201,379,31,50,3345475,47,2994606,57,7360176
225247,479,28,95,33179917,38,3133794,59,6770990
225308,775,18,90,12619565,44,8216023,18,4547818
225371,538,12,65,6515413,19,4310611,10,2433499
225399,693,26,92,55300580,49,6304857,55,9398108
225414,273,4,66,25605205,42,12326653,37,17215898
225423,4167,7,39,84199767,35,74326458,16,56257148
225432,1234,9,74,57787932,48,29353658,33,33351708
225502,300,9,75,16634006,48,7951250,45,11659801
225511,5382,14,82,207917439,41,76162282,36,89835029
225520,366,9,71,9509427,24,5697533,9,2203922
225548,246,25,83,13556148,37,1531418,64,4004357
225575,204,19,97,4194217,71,1862988,89,3419258
225627,1006,19,78,74581438,40,10192968,52,21657244
225876,110,23,53,2013997,35,798845,4,55900
225885,257,30,90,7855451,80,3964265,78,4588887
225991,45,35,51,338411,51,338411,44,523881
226019,846,15,50,17423321,40,13590874,20,6916387
226091,1211,14,64,42846114,41,17160368,43,27740605
226107,298,12,50,5812264,31,4422081,34,1390182
226116,352,14,48,4953869,31,3450418,41,2659553
226125,124,63,78,697332,78,697332,0,0
226134,1273,12,43,20114647,38,16929740,0,0
226152,1361,19,83,49657118,66,24243359,38,14894118
226204,345,5,44,9788371,30,6931181,7,2925167
226231,339,12,53,25815872,21,2903416,38,8334405
226277,886,56,85,6986559,61,4264298,68,9456657
226383,279,19,83,15538994,32,2207114,72,10269164
226408,252,5,31,6291194,22,4899331,3,634111
226471,866,26,91,44551625,39,5888860,68,14664929
226578,815,9,59,26603959,39,18133991,29,9394024
226587,255,22,90,20743108,50,2874194,80,7630510
226675,0,0,59,967922,38,668811,69,1941983
226806,559,11,55,8143701,20,3802793,2,701276
226833,859,16,85,37843801,40,9831724,47,16693426
226860,34,49,65,169278,46,136212,0,0
226879,31,17,88,521397,55,431369,84,937263
226903,1143,70,83,4688065,67,3510312,70,5291165
227058,55,26,63,678175,52,487050,48,584647
227146,968,12,41,14833901,31,10732364,21,9536331
227182,6919,9,27,76989808,23,66147792,9,26946373
227216,5501,17,50,141466955,36,56712052,49,110673236
227225,437,15,62,7515921,46,5533227,13,2625659
227298,156,48,57,1161072,54,904604,64,1516014
227304,493,7,37,10607591,22,6283262,2,1009137
227313,307,63,73,1291922,69,1180972,59,1598900
227322,330,62,66,1245675,62,1166679,53,1081346
227331,330,24,93,26066997,58,3726076,69,6551867
227368,4793,19,84,168756823,64,86812019,34,43784072
227377,801,9,42,17559559,35,13875695,9,3128271
227386,293,11,45,4723814,27,3195136,15,1946414
227401,637,13,56,9221777,29,6051409,2,332358
227429,146,26,98,3079387,79,2354487,80,4038518
227526,1687,21,90,84237009,63,26767221,72,36291537
227687,259,12,35,4744371,19,2414189,12,1409204
227748,15,7,19,324178,19,258536,24,336459
227757,961,24,64,111174811,16,2995398,8,1903371
227845,695,20,91,93476366,38,6137189,54,12193074
227854,539,4,29,14552300,21,10097334,4,3141981
227863,336,16,79,35889051,40,4130054,37,5258113
227881,2858,15,75,102917631,41,36764255,52,67725376
227924,1549,8,44,32973539,32,23964452,6,6883218
227979,3298,10,46,42722745,25,37022497,3,5340829
228042,309,25,91,19113905,35,2072430,61,7074675
228088,23,50,74,162698,74,162698,52,192599
228149,544,24,93,50398197,43,4701455,56,8916304
228158,1173,13,56,26543553,41,19708762,20,10177441
228185,21,35,60,200000,60,150000,0,0
228200,302,50,77,2723161,77,2259577,70,3279240
228219,409,58,71,2625774,67,2097818,58,2953627
228246,1541,23,71,167151980,11,3360131,21,8836081
228282,124,100,92,679919,92,489963,79,513638
228316,568,8,37,15694699,35,13725994,4,1828585
228325,311,18,86,13451694,54,4184967,71,8254043
228343,443,29,97,38850124,23,1621805,47,4533555
228431,2051,18,67,59982318,37,21240968,49,38118550
228459,6116,18,54,141243958,36,58618158,49,106237051
228468,107,16,82,6601930,48,1582525,60,2808792
228486,39,37,98,1056401,94,460481,49,191551
228501,271,15,76,9290633,56,5051690,44,4748127
228529,1982,17,66,51938182,39,23628176,53,56139446
228547,3947,8,37,88540680,28,67778873,8,21551295
228608,356,7,53,12085567,38,9504323,24,6281011
228644,0,0,64,2759791,30,992396,52,3150818
228653,0,0,36,1638948,20,892964,40,2900246
228699,361,9,41,8212588,38,6847482,14,3253929
228705,962,16,63,30777269,46,14359037,51,24003061
228723,9618,18,62,324498711,21,58609246,30,97627837
228769,3596,10,58,144958000,35,54702006,37,90272400
228778,8007,20,49,208776466,22,42097370,30,74207302
228787,3997,19,68,172374834,32,31386089,38,62942316
228796,3067,14,72,114153902,57,57128120,37,48408270
228802,822,12,60,33035907,35,11347922,35,17408940
228875,2153,23,73,186329618,14,6121934,28,17904728
228884,189,20,99,6394392,90,4179970,89,6195689
228981,419,29,97,31459884,38,2567150,64,5889633
229018,331,8,56,18800063,29,6175462,30,10494127
229027,4343,16,75,159423674,45,56198530,49,87861092
229063,1370,19,87,43995091,69,23729003,70,35516171
229115,6048,19,70,156473441,25,43517356,40,81539879
229160,328,22,97,27969789,51,3413567,57,8091200
229179,1277,12,68,49876469,39,19869930,44,33030656
229267,646,26,97,68470802,15,1742264,33,5079016
229300,0,0,65,2392148,43,1264801,66,4202780
229337,0,0,65,4324321,20,1522487,52,7424389
229355,2517,20,53,30073556,35,20615371,25,16722018
229416,900,45,83,7913053,60,5216844,63,8331977
229425,23,7,59,514437,29,498862,24,566183
229504,276,9,82,10471292,39,6592598,29,4355503
229522,29,25,100,278968,100,238976,95,268311
229540,417,11,54,5664884,32,4251993,9,1621762
229656,44,11,60,1135336,60,1124969,52,1505422
229780,218,7,55,9671177,38,3671723,50,12918917
229799,637,11,45,10127821,23,6339781,13,4044834
229814,1403,19,77,36473052,64,13508127,77,25971771
229832,240,12,19,1838328,8,772642,3,364361
229841,1373,20,44,18635651,27,9590362,18,6508737
229887,74,10,88,5837806,74,2976358,69,3645893
230010,277,13,22,1879389,13,1492038,0,0
230038,5587,18,76,162627587,35,58275129,13,23636012
230047,523,17,80,20399128,19,3414591,12,1613219
230056,34,16,16,149465,10,90216,15,236644
230065,50,13,49,936069,38,594444,38,858670
230144,55,57,47,284950,47,284950,58,387777
230162,258,5,37,3235126,9,1410408,0,0
230171,2055,18,51,33696481,30,14472824,21,13661650
230199,54,64,64,222400,39,158400,24,64000
230205,57,65,17,75589,17,75589,0,0
230214,23,5,67,1361182,50,1014444,50,1491048
230366,23,10,64,717425,53,653622,69,1794890
230418,388,20,60,3387019,22,1929633,8,507162
230490,204,5,19,2865439,10,2139939,0,0
230597,1356,25,50,12072821,26,6364057,38,2995209
230603,1846,18,62,55740798,28,17602652,47,32262855
230621,24,13,76,1229386,64,678120,72,1560136
230676,70,4,27,915216,1,107595,0,0
230728,4096,17,59,125992368,32,48769658,26,36217467
230737,3586,9,44,97634500,28,59084746,13,38374551
230746,1889,6,30,30185775,20,21719944,9,9646881
230764,4040,16,61,123851495,24,26692829,28,52178165
230782,2577,9,35,50803067,20,25668359,14,26122422
230807,283,16,95,37591586,29,2291990,46,5431382
230816,173,24,88,25456830,20,684219,47,2185829
230834,397,20,83,17830546,37,3305281,69,8879307
230852,521,14,65,46119656,22,3746076,51,13945168
230861,187,4,42,7997732,31,4720438,11,2770211
230889,4,2,88,1063305,57,393934,67,942150
230913,307,15,84,17228832,46,4303328,62,8436773
230959,605,23,43,55472730,14,1833384,22,3202810
230977,28,50,71,267692,30,42759,41,145038
230995,657,20,82,91706031,26,3879866,54,12152957
231004,47,46,42,202692,23,117410,29,199326
231059,392,25,98,43635573,16,1084102,58,9765893
231068,0,0,28,688929,0,0,0,0
231095,24,16,82,3652058,40,291963,49,442449
231165,201,12,65,8512083,31,2201448,57,6887139
231174,2626,23,82,162331104,14,7370435,42,29773636
231280,25,15,81,720044,68,565722,60,750328
231411,154,31,53,1296711,45,1042356,34,1223833
231420,229,26,99,20971817,46,1936057,75,4600321
231536,492,13,45,6339527,32,4050198,9,1743042
231554,186,21,87,11374276,52,2152349,70,4363663
231581,487,28,100,51762398,33,2642156,71,8194078
