UNITID,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT
105792,362,8,43,7836055,37,6118397,9,1550810
105899,208,24,93,12714533,38,1628821,64,3857141
106041,1042,40,81,9934933,53,5428255,64,10274759
106111,20,16,61,333465,60,291283,44,435407
106148,564,8,33,9036196,26,6853973,6,3022999
106245,563,7,61,36041757,39,14661940,43,28458897
106263,0,0,63,2204374,34,1021584,58,3356768
106306,201,38,91,3524286,81,2332991,70,2648085
106315,2,1,60,690470,56,504104,57,865774
106324,35,100,71,105244,71,89569,51,89955
106342,173,26,98,18146617,42,1268296,64,2501273
106351,2,2,88,426352,88,422164,88,764407
106360,13,30,50,97434,50,93846,59,158891
106397,4564,20,70,108466490,19,18636365,36,53745695
106412,481,20,97,24079702,70,8424805,68,10726682
106449,681,21,56,8194939,40,5863855,15,2440664
106458,1352,15,85,70897370,39,16054097,49,28856427
106467,1989,18,68,55444710,37,18505902,35,26227911
106485,453,18,81,17886922,49,6193075,46,8133307
106494,31,57,81,173917,81,172917,74,201749
106546,7,1,84,1845073,65,1042172,80,2589554
106625,294,20,79,6665952,52,5563878,19,1462849
106704,1838,20,84,63865704,38,16271839,46,33490970
106713,105,16,84,6249603,46,1383014,57,2661360
106795,232,15,41,2973166,33,2489303,0,0
106810,41,22,100,1365718,54,488039,71,927670
106883,207,15,53,3322129,50,2967061,5,355068
106892,279,89,85,1223400,85,1223400,79,853575
106908,127,25,89,2512092,76,1922590,74,3212232
106980,358,17,78,7936163,68,6057838,35,3604191
106999,250,17,80,4350244,42,2622739,13,956557
107044,804,21,85,34381261,23,3905535,50,13379470
107071,785,23,84,27017758,43,7037530,43,8912431
107080,284,26,99,44949086,30,1543058,51,3561923
107099,21,22,88,413414,88,372648,76,499099
107123,0,0,55,221931,37,152710,38,389045
107141,318,18,76,25045417,27,2157927,42,4786985
107220,167,58,94,1065406,82,941867,82,1444834
107293,30,32,66,253947,66,253947,57,276218
107318,87,7,53,3233806,34,2320593,0,0
107327,260,17,92,4491776,33,2718788,0,0
107442,14,30,81,227588,79,184056,34,132904
107460,351,21,89,7821636,48,3531310,11,957102
107488,172,95,81,339149,65,281887,0,0
107512,441,27,92,33020959,26,2062427,46,4459271
107521,67,6,77,2294627,29,1394681,18,1233231
107549,162,14,80,4189709,55,2887044,19,1104457
107558,209,25,100,17833468,39,1643419,46,2172742
107585,400,22,88,6769037,51,4254304,18,1568720
107600,252,25,95,11244490,80,4414675,81,5907260
107619,145,9,49,3414760,38,2555205,0,0
107637,131,10,90,5382682,60,3977952,24,1592181
107655,17,31,75,153927,75,153927,85,227902
107664,827,15,67,16457290,50,11083771,44,10749069
107725,168,12,75,4454943,43,3060956,0,0
107743,182,21,53,2460360,43,1645454,6,276962
107789,49,31,74,521086,51,407080,59,768263
107831,23,21,65,358527,56,326527,59,531269
107840,38,17,95,882630,91,621020,81,860274
107877,198,38,98,6854353,53,1255697,77,1907596
107974,189,13,56,3333156,47,2799577,22,1607600
107983,832,23,95,33155043,46,8005991,74,13612303
107992,176,16,81,4846709,42,2585308,18,343280
108065,11,69,63,103950,63,59950,50,60808
108092,879,14,86,33184495,42,11915352,36,13498441
108232,439,7,58,38341188,38,10143804,48,27061839
108667,208,4,53,6593648,15,3648915,1,251223
108807,1018,9,57,20532069,24,10973482,1,682423
108852,92,37,99,2279799,31,378420,54,864940
108977,50,21,61,655758,49,523146,38,390234
109040,581,23,79,10720536,67,7237867,61,12157588
109086,0,0,11,6195,11,6195,11,5500
109208,1452,5,53,45575500,23,25286253,3,6621289
109350,1336,10,78,37263773,44,22039388,6,5007468
109651,267,13,76,24091974,29,2717252,47,7280564
109721,252,62,73,1494800,73,1428300,33,875840
109730,37,37,92,837553,91,476688,39,280615
109785,692,14,92,101952991,35,8175239,54,19973267
109819,2201,8,60,62639354,34,35967261,1,1849911
109907,293,10,79,11362437,54,7003626,0,0
109934,27,7,78,1609633,76,1457562,58,1842612
110060,57,22,45,578246,27,319369,20,354060
110097,881,23,96,85682974,28,5307453,54,13663317
110194,201,61,75,1460465,75,1379967,76,2148344
110219,208,19,73,3970300,73,3880079,75,7380609
110246,1292,13,66,26946924,39,15242200,5,3363146
110316,0,0,77,570998,54,161470,59,445781
110334,956,9,53,18533887,20,8642258,1,960557
110361,1523,19,96,140401944,45,17790404,67,42285015
110370,248,17,73,25018849,22,1576745,30,3293184
110404,235,25,59,23797796,11,482283,4,202295
110413,647,21,95,89740511,36,4742555,53,4742555
110422,4602,22,53,76100151,17,16592674,26,32394729
110468,0,0,9,496864,5,150497,17,926249
110486,1545,15,80,76036472,62,30404359,31,19281507
110495,1505,15,82,72851370,60,27884528,30,17793937
110510,2846,16,80,141498079,61,54616447,27,30830360
110529,3643,14,69,152596350,49,63689792,30,51701939
110538,2539,16,64,91470434,44,34171019,41,38032259
110547,2414,16,82,109975781,65,47052684,27,27964997
110556,3279,15,78,163799720,58,61438256,24,32243297
110565,4692,13,68,206807429,48,80571378,25,55343242
110574,1424,11,68,75094526,48,29595171,32,29754740
110583,5066,15,72,206988657,51,81106447,28,57921442
110592,3229,14,86,198144868,68,78536912,22,32246676
110608,4757,14,75,246926951,58,99218485,27,60783080
110617,4100,14,72,182840320,52,70843503,31,58535093
110635,6422,20,59,359981552,26,39019554,20,35979357
110644,5896,19,69,370926954,36,54021168,29,46477779
110653,6053,20,69,385001081,39,58604617,28,46780975
110662,5908,19,72,368500811,31,47807328,27,48377131
110671,4743,22,91,325838102,51,56344683,43,53490792
110680,6011,20,59,343108134,35,54117537,31,54226637
110705,4928,21,63,273109718,33,38170192,28,35505700
110714,3700,21,69,206494380,32,26480677,35,35204384
110778,0,0,78,20756,33,9517,78,49868
110875,29,26,64,296932,56,268408,65,354341
110918,1,9,100,83990,82,47863,36,31295
111045,1,6,29,21557,29,21557,0,0
111054,19,11,51,521732,41,275941,36,375909
111081,198,19,94,16385521,24,1202616,45,3254350
111188,190,21,56,4493940,27,1225548,48,2931839
111434,350,6,48,5214522,10,2350222,0,179877
111461,1492,8,43,24916934,18,12620415,1,1574550
111513,41,14,64,695070,46,540975,60,962334
111638,13,4,45,807804,44,688745,69,2014640
111708,112,42,38,540443,32,463443,36,786274
111717,107,32,42,1024298,37,679507,32,762459
111726,118,38,53,2236743,46,767357,6,128989
111744,80,33,57,865462,54,721289,54,1014654
111762,85,44,41,980191,24,252605,10,123137
111799,120,48,46,1543551,32,443027,14,238853
111887,2268,10,65,57811541,40,33165965,3,4301298
111896,158,3,52,5505024,15,2857258,0,133565
111920,1016,7,45,17670611,19,10137923,1,815017
111939,1616,7,65,46787268,32,25592617,0,10750
111948,1760,23,82,161422262,19,6600888,48,23989966
111966,11,6,70,1347352,50,549633,61,1177746
112075,342,20,84,30505371,27,2114036,60,7451978
112084,61,13,93,6507741,46,968575,61,2244571
112172,1477,11,62,28251651,32,16198068,1,962944
112181,98,61,42,265976,42,265976,38,385477
112190,1287,5,32,27700710,13,12950141,0,816634
112260,328,24,47,30918164,18,1162337,21,1303877
112288,424,71,76,1934492,73,1869417,68,2444911
112367,537,58,58,1120795,17,486153,0,0
112385,121,1,67,9622037,11,4563798,2,1072790
112394,19,4,70,2909595,47,1388731,68,3100605
112455,66,49,71,431700,64,350009,62,525165
112561,191,7,65,4782931,27,2636438,0,0
112570,82,9,78,4144955,55,1922392,77,4287889
112686,307,5,51,9669099,34,7034264,1,496527
112826,351,5,52,10822664,22,6098788,1,647225
113096,1306,9,69,26255670,27,14062130,3,2715651
113111,650,10,52,7463966,12,3366745,0,0
113193,587,5,46,15490222,20,7973516,3,2367827
113218,521,6,58,18334254,28,10538496,1,233694
113236,1468,9,64,36238428,31,20285464,1,1620259
113333,2960,16,40,27735927,17,13330685,2,2156172
113449,97,36,60,1217068,60,1023887,48,675609
113537,4,22,89,36203,17,13185,44,68775
113573,1813,15,73,32062616,39,18193619,0,0
113582,7,6,79,507766,45,292477,68,865682
113634,1489,7,38,22318569,16,12600514,1,1205198
113698,325,22,83,31826219,26,1591496,53,5325728
113856,1889,5,43,54268822,22,32298472,0,1111881
113980,2402,10,55,52155413,30,28298896,0,650032
114123,200,51,66,1207277,49,734180,49,1270865
114266,783,8,54,19177177,27,11224236,0,292760
114354,416,19,53,12098957,27,2966457,44,7473395
114390,42,22,61,1139125,28,260258,48,709656
114433,219,10,68,3034716,13,1285996,7,842100
114460,83,16,67,1376896,52,1097389,58,1606041
114637,2,2,23,129884,23,129884,16,128172
114716,905,6,26,10977339,8,4309455,2,1883093
114761,27,32,67,287429,64,238999,0,0
114789,2394,10,67,61419062,34,33522148,1,356391
114813,175,6,84,30946098,65,8245526,70,18386943
114859,2240,10,58,43614696,26,24929186,3,3337178
114938,538,10,44,9480362,26,5502672,0,30273
114947,153,58,26,935061,14,162223,15,272855
115001,1401,10,61,35657400,36,22420751,2,1665113
115010,632,70,60,2192758,59,2121258,77,5488306
115083,0,0,74,1556172,18,378372,24,1382130
115126,1374,11,57,21462800,26,12402882,2,1178546
115296,1693,10,61,33779653,26,18542905,1,1268162
115357,39,21,73,702471,68,599048,65,777324
115393,1024,8,48,27496164,21,11084620,0,80000
115409,224,25,67,23210641,13,585767,37,2058907
115658,16,11,64,525860,63,455384,0,0
115728,161,24,93,19958782,47,1549324,65,4603543
115755,815,12,72,43535228,53,16922430,48,20346996
115773,6,2,65,1764791,52,970681,53,1702214
115861,1098,13,83,36094838,55,22342267,0,0
115931,262,29,32,1272646,32,1191543,35,2223367
116226,0,0,31,123391,17,91091,31,417561
116350,50,17,69,907464,53,717636,60,1195746
116439,1619,13,41,18462817,18,10236568,1,400471
116563,29,9,61,909025,58,813731,48,1249615
116846,0,0,91,202063,64,111050,45,144917
117052,937,8,66,25423474,30,14306527,1,288774
117104,75,16,90,3839349,54,1176304,66,2219400
117140,490,11,86,73139423,47,9313491,63,21900187
117168,134,17,98,8854844,37,1286774,54,2830394
117195,96,4,54,2846664,18,1563323,1,184532
117238,55,30,66,608586,65,570782,47,563229
117247,351,3,48,14681918,20,8778718,1,605924
117274,144,6,81,2914407,10,1209948,2,316363
117283,14,25,93,50000,0,0,0,0
117557,3,3,73,132409,22,82667,27,263181
117575,0,0,70,119481,42,46065,42,109360
117627,315,18,91,26626392,47,4095308,65,7850026
117636,0,0,68,5573739,31,1789833,63,7780040
117645,2957,12,68,59217359,38,35801785,2,2866040
117672,0,0,24,408212,20,303427,32,922847
117690,675,8,55,14353262,26,8782686,0,273892
117706,1570,8,55,34312856,29,21405440,3,4597378
117715,343,5,61,11695124,29,7260036,2,984731
117724,578,4,58,24911598,30,15199218,2,1736679
117733,1012,6,61,31641711,30,19982775,1,1721596
117751,199,15,87,11760841,32,1675792,50,4061200
117788,704,5,57,27723407,28,17360861,3,4132169
117803,0,0,47,269191,34,172626,34,234764
117867,634,6,54,14878766,24,9058918,1,1021764
117894,885,9,51,15896105,25,9386067,1,759917
117946,1466,22,84,125265763,15,4904018,34,14851927
117955,87,20,59,1200060,54,991706,57,1361825
118134,25,16,47,362444,47,344821,41,472433
118143,7,5,49,359163,47,283226,28,216462
118161,35,19,65,519139,39,307768,42,489905
118198,375,30,67,3971047,58,2693886,67,3289188
118347,274,5,32,5058265,14,2523226,1,371306
118541,114,19,87,10837410,40,1179133,64,2342519
118684,123,3,53,8046662,29,4481719,3,762460
118693,239,27,99,28323328,34,1443612,45,2609785
118718,1421,13,66,30503781,36,16283528,0,190131
118772,225,3,45,6360184,14,3603188,1,405513
118888,134,19,92,13912393,49,1757544,58,3007227
118912,1260,10,53,26125477,28,14088672,2,1609385
118930,369,5,38,8802209,17,4474286,0,178022
118958,15,20,35,115783,35,106583,28,151330
118976,1667,9,67,42110430,35,24484048,0,83760
118994,74,23,79,1360393,76,1208278,67,1708157
119058,0,0,100,132437,50,16330,63,57500
119067,589,7,42,10812288,19,5626218,1,654910
119137,1574,11,43,19689323,18,10526070,1,1056111
119164,2841,10,64,65343628,34,38795010,1,969119
119173,401,18,56,45140775,36,5849867,76,13376595
119216,1543,10,71,32924649,34,18417376,0,0
119270,113,11,38,1833810,22,1005880,31,1853811
119331,628,12,55,8489412,20,4281919,1,296414
119553,547,29,65,7080398,62,6708477,76,12950774
119605,11,0,41,17575831,29,10169173,29,24580258
119775,16,4,71,3753519,48,896978,52,1807411
119845,33,19,72,613396,58,422509,47,392207
119951,62,26,33,301087,29,296737,22,322282
120069,389,93,69,1175494,69,1094527,71,1946062
120078,766,78,70,2656466,67,2496923,74,4336034
120087,351,78,65,1121015,59,1035973,70,1854010
120166,0,0,0,0,0,0,0,0
120184,120,15,74,14494482,38,1470228,56,3631139
120254,562,27,72,55122734,19,1813752,43,5343308
120290,777,9,37,9716653,14,5164893,0,303025
120342,2376,12,51,31306170,22,17913445,2,2031214
120403,274,24,88,24391257,36,2028364,47,4026582
120421,695,9,72,20777476,36,11557874,1,376258
120537,109,17,97,11281381,54,1097060,70,3055153
120661,863,71,64,3144085,59,2768726,65,5552746
120698,0,0,88,584960,51,154960,53,321543
120768,0,0,70,1707162,62,1102187,82,4845903
120838,2,67,0,0,0,0,0,0
120865,169,19,98,17845143,43,1839188,69,4702234
120883,808,22,91,101558566,37,6695966,47,11490798
120953,80,2,46,2378633,5,777792,0,0
120971,2387,10,48,33961663,18,16649866,1,599677
121044,3316,12,60,58891177,31,34146390,1,996262
121150,724,20,92,97327007,18,2961426,40,9551095
121257,276,25,42,19100788,14,728178,26,1376072
121275,26,16,43,474007,41,398392,38,568547
121309,611,19,85,48559053,26,3590791,56,13011584
121345,416,25,69,51605357,21,1739875,12,1031081
121363,510,12,73,14474131,46,8605531,0,0
121433,56,35,58,564053,58,476748,29,86823
121619,1507,6,42,31922998,15,14925682,1,885729
121637,28,22,52,321863,41,261467,0,0
121691,723,23,85,93221611,31,4515696,57,13635070
121707,432,9,66,11912889,37,6713158,6,1796731
121859,80,29,68,883711,61,768574,59,1066291
121868,55,27,72,643504,62,562136,66,868879
121886,1446,7,52,32651958,24,18096657,0,350629
121901,2423,11,69,45336022,33,25449549,1,1703384
121992,342,54,15,422748,15,422748,0,0
122117,0,0,38,19397,19,14251,38,32099
122180,1416,7,65,37360388,27,20336992,4,5614846
122205,1217,6,39,20924006,13,10634923,1,990445
122296,0,0,59,5125183,14,451717,54,4874599
122339,762,5,49,23697933,25,14504122,2,801277
122375,1321,6,39,24819581,17,14742873,1,567890
122384,800,6,31,14695847,15,8933929,1,412555
122409,5189,17,53,154697822,33,53668461,26,50978047
122436,1141,19,71,127905645,17,4846778,36,13913499
122454,32,15,100,5252038,33,349510,38,648389
122506,57,24,100,6421348,21,249819,41,681306
122597,3517,14,61,146135179,43,56180051,29,49568457
122612,1291,20,82,142570728,28,9296731,47,20961689
122658,2367,13,62,37919636,27,19771595,1,1136203
122685,336,12,61,7945567,57,6489778,64,13153202
122694,302,26,68,3576926,64,2788288,67,4986353
122728,190,15,92,22550072,38,2029387,64,5559087
122746,548,6,50,10562372,17,5859351,1,345162
122755,3867,14,60,146912107,39,51000927,26,44245089
122791,767,9,39,8276409,11,3896481,1,354609
122834,20,6,83,1466675,80,1246745,86,1675842
122852,14,16,79,296281,58,231719,81,458654
122889,1568,11,51,25630762,21,11948638,6,5157756
122931,1388,24,72,109556163,11,2868002,26,8909796
122977,3740,14,53,46034928,25,27551385,1,2284140
123013,936,5,44,27961363,17,12394810,1,1269154
123165,283,26,57,25105639,11,599478,25,1275602
123217,1659,13,66,35863749,42,21343400,1,516661
123280,1,3,83,181788,48,67682,34,61345
123299,515,6,60,27247997,36,14700928,5,3638791
123341,2039,11,56,32626087,25,17877621,3,3474069
123350,95,48,48,347638,48,347638,0,0
123457,109,15,93,12709990,47,1655657,64,3723477
123484,188,11,56,4645687,37,2802222,11,1184178
123493,145,52,57,608382,42,512898,26,442714
123509,575,7,45,10844946,14,5172688,0,263454
123527,1587,11,67,29847739,31,17488014,0,0
123554,490,19,97,69207871,25,2948601,53,10564535
123563,796,9,47,11176329,17,6244986,1,632851
123572,1531,19,60,38781713,34,12986303,34,16751471
123642,10,4,75,767170,63,657593,88,1508667
123651,482,26,96,40435330,46,4273396,88,11676821
123679,400,45,62,2506095,60,2198172,78,5649659
123800,2089,11,67,49941608,34,27242569,1,1120713
123952,30,13,30,1452896,25,307895,65,1646073
123961,3167,16,65,524840466,20,19093166,26,33440376
124113,401,7,42,10143026,23,5602385,0,0
124292,117,27,79,3937714,24,448692,70,1453742
124487,0,0,54,74879,54,69560,50,130912
124681,729,45,95,6326495,79,5214994,81,9270469
124706,1042,88,70,3674062,69,3346752,75,6079253
124937,500,51,65,2776101,60,2427093,81,7766382
125028,1245,10,63,24293864,25,13244671,1,898694
125082,23,29,24,94351,24,94351,9,30258
125091,1013,8,70,37296150,43,21192801,0,0
125170,319,6,45,6680706,17,3828804,1,452268
125231,1,0,44,12324516,44,11814401,40,23961021
125310,13,22,79,242818,74,185043,43,121003
125462,191,5,44,7102631,21,3838251,2,327135
125471,558,4,57,16390448,19,9583068,2,1664874
125499,750,10,30,7854879,12,3616665,1,295424
125532,302,12,60,5354319,53,4365644,61,11307038
125727,405,31,97,39221952,20,1182116,76,6362331
125763,493,28,95,53954130,36,3128803,68,8033649
125897,202,18,91,22499005,48,2712107,61,5240347
126076,55,40,93,2286922,62,479978,0,0
126119,623,10,68,16981333,38,8969005,1,258527
126164,35,35,59,254354,58,244854,57,340384
126182,370,19,67,12498225,41,3726086,54,7110814
126207,446,7,43,15520708,22,5698016,7,2192466
126289,474,4,16,12559814,10,4307616,11,8118465
126359,46,15,47,609586,41,570412,70,1200452
126562,1451,9,46,50458164,26,17063372,27,29811247
126580,1705,16,58,43065336,30,13955844,40,28487173
126605,86,28,23,404061,17,313616,22,536149
126614,7038,23,50,169652688,15,22986261,26,51141727
126669,381,6,57,41500566,34,8756915,46,29619443
126678,535,26,48,42106300,11,1142173,22,2566741
126687,678,50,61,3471677,56,2718547,71,6299995
126711,290,5,24,7303012,14,3161627,10,2952934
126748,151,14,47,3039154,19,1108483,22,1546707
126775,1279,25,76,45626435,15,3464964,39,12826957
126784,117,71,39,247061,39,247061,35,469093
126818,5018,19,60,151359233,23,25844312,38,61996586
126827,1467,6,81,97338428,68,76161259,72,135141126
126863,399,5,27,17814436,24,10713884,12,6149595
126915,71,25,35,535197,35,363928,32,464056
126942,678,8,57,25420366,35,13902154,21,9103715
126951,923,56,89,6526241,52,3418831,61,7216760
127060,1337,23,86,155551972,16,4822558,35,12481577
127158,684,11,15,2529716,7,1208770,0,0
127185,746,23,87,42558845,36,5494707,38,7240980
127200,1034,5,31,37082845,22,21541592,17,19218781
127316,48,11,64,1287102,58,969656,47,1153980
127389,179,21,67,3763250,33,1811681,18,923716
127556,1970,21,69,46658142,32,14421628,44,24364989
127565,1976,10,59,69765976,35,28228932,39,49813322
127617,78,6,46,3539298,26,1709745,12,611808
127653,27,7,83,6438446,49,858399,54,1134639
127714,0,0,56,799301,19,452616,22,891239
127732,366,26,64,5304675,31,2294203,27,2044021
127741,1799,18,82,60943933,27,12710900,42,25427069
127778,230,18,64,5421521,36,2506694,21,1437530
127820,1255,9,41,39526967,34,23641756,18,9719291
127884,289,4,42,20453140,36,12444683,24,6872779
127909,580,8,55,18473031,36,9769496,21,5708453
127918,481,14,63,41313523,23,3348648,42,11030434
127945,80,6,73,5124088,49,3738464,63,9440467
127954,10,45,36,47010,36,46210,41,55355
128106,609,14,73,24188170,36,7132809,58,16717635
128151,321,31,48,1799024,36,1131034,0,0
128179,430,47,47,1746340,45,1578809,38,2001428
128188,553,36,61,3820465,60,3678188,53,3840643
128258,247,15,50,6377921,35,3292275,13,1292974
128337,53,34,50,334824,49,291842,42,512910
128391,450,15,52,13155109,17,2292853,32,7503256
128498,246,22,87,14638595,51,2728330,81,8941403
128577,195,12,50,3620352,38,2472373,18,1472729
128586,17,45,74,255637,68,136235,0,0
128744,368,11,78,59423787,42,6365911,59,19843724
128771,1359,15,60,36507692,38,15240085,52,31818977
128780,7,0,49,3331754,36,2044459,41,4977707
128896,23,13,38,267491,38,257278,54,746151
128902,508,27,94,53641502,16,1349183,42,4746312
129002,53,15,85,1626098,75,1238800,85,2390230
129020,3600,19,65,169527419,22,20506289,43,52845681
129154,93,3,88,15798052,77,5498609,50,20822919
129181,741,57,89,7004524,59,3323731,77,6897700
129215,864,18,79,27466914,32,7273145,58,18575042
129242,1173,27,87,90945025,10,2099873,51,14429606
129349,40,13,49,635810,48,635310,50,1031275
129367,253,8,65,8881015,56,5837188,5,858293
129482,254,45,66,1064312,65,981666,68,2868567
129525,1226,26,87,109684182,28,6402911,62,19773209
129534,8,4,29,229636,28,223636,28,268343
129543,589,12,63,14812981,52,10108157,3,437722
129695,653,12,51,12450887,40,7918538,2,588708
129729,778,13,51,13324617,44,10398103,4,1119597
129756,291,12,48,5247251,36,3281771,5,425365
129774,128,21,87,11513676,44,1283506,61,2403640
129808,366,11,64,9267160,50,5795758,5,1010567
129923,430,51,87,3436599,65,2200601,79,4486314
129932,732,43,38,2719890,38,2719890,40,4281108
129941,1276,26,93,101718221,28,6377820,83,27768815
130004,464,9,49,13420203,40,8185586,2,451080
130040,196,15,47,2528428,37,1793572,6,320339
130110,14,16,64,290967,64,239753,70,402408
130174,310,16,83,8661656,70,6399211,81,12452747
130183,320,3,76,44507386,71,28132476,75,69646628
130217,209,16,58,3541987,43,2220320,0,0
130226,1547,23,91,149609527,15,4777534,59,26773072
130253,1601,26,91,102003303,17,4746256,59,23586110
130314,202,22,93,19292176,38,1566470,76,7377817
130396,600,9,62,19631646,47,12470024,2,512488
130493,1505,19,79,37293526,41,15332628,59,40448558
130509,65,9,66,2395872,60,2316724,67,4697244
130590,580,26,51,57075543,13,1414192,13,1907693
130606,513,14,56,8626387,43,5696504,9,1661186
130697,771,26,42,66428972,16,2302934,23,3308008
130776,823,17,58,16560149,34,7322566,54,17331258
130794,1550,25,56,200359004,18,5477556,7,2766633
130837,0,0,54,127258,36,114208,40,158501
130873,159,30,89,2237496,73,1657337,76,2515846
130907,1733,13,52,25557033,38,18145766,18,9084873
130934,1107,26,73,32068939,47,10102274,61,17475035
130943,4617,23,64,141502959,15,13202396,47,58294633
130989,160,22,100,15170842,44,1519863,45,1904590
131061,54,28,40,334643,39,316043,52,557741
131098,243,23,95,15149004,41,2548245,86,6442432
131113,178,2,32,11859663,29,9970675,51,27577604
131159,1753,21,44,117836580,14,4743940,36,18535872
131283,816,25,90,81336317,12,1771371,50,10602018
131399,345,9,67,16263889,46,7877991,35,9851704
131450,183,17,82,10230978,56,3051605,40,2815786
131469,2609,21,65,247041857,14,8134852,33,26989251
131496,1579,21,41,136485555,13,4883464,24,8594824
131520,1920,29,91,119640313,44,14194633,61,26029337
131803,0,0,65,2044323,62,1863481,77,5185730
131830,3,8,53,136383,17,35968,28,58149
131876,234,17,91,20873470,61,3828023,58,5606175
132374,1742,43,17,2513664,10,1703914,0,0
132408,22,5,54,1509155,37,680096,27,684368
132471,709,19,80,61965950,47,8846496,52,14323020
132602,559,20,95,30848868,78,11308635,83,16852737
132657,725,30,90,36481090,24,2924246,33,4725502
132675,29,11,32,446543,23,324087,0,0
132693,1280,8,49,35301169,35,22970107,18,14403760
132709,3603,9,49,92590466,41,60144509,16,23800470
132842,4,3,84,710114,64,392184,75,764076
132851,910,14,60,27794356,45,12171853,23,8366731
132879,56,31,97,1660821,65,554255,71,898686
132903,7152,12,72,332677075,36,105242129,31,124717980
132976,112,27,49,767897,43,478096,0,0
133021,308,16,54,5299275,31,2486093,0,0
133155,414,43,36,1434402,21,843562,0,0
133386,1331,10,41,24033227,37,17675452,21,10812149
133465,7,1,84,2163237,54,1063757,62,2896896
133492,535,27,98,50793473,21,1945675,69,9313124
133508,2102,13,40,37379314,35,29125374,15,9120458
133526,220,7,29,10597005,25,4124477,24,4923660
133553,1693,26,87,88824734,24,7573528,44,18653394
133650,1318,17,82,57085721,60,25613253,60,29010566
133669,3165,13,61,137703059,38,58837216,31,50187266
133702,1390,6,41,45420307,35,32394688,20,32305328
133711,640,22,91,24329860,31,4163511,55,10849154
133809,207,38,96,5814868,29,645989,60,1784901
133845,680,60,74,3648819,71,3264378,74,6219421
133854,313,39,75,2425297,69,2099902,73,4248214
133863,656,86,70,2120451,69,1970759,69,2911897
133872,50,4,61,4684127,35,1388371,54,5367173
133881,665,19,80,68761236,21,3678491,36,8558669
133942,0,0,46,161902,33,98383,57,253030
133951,3306,7,74,255725690,48,112894409,26,94408589
133960,128,15,47,1888087,31,1271199,18,975571
133979,317,30,95,11284538,71,3986184,64,4738232
133997,246,38,92,2314106,79,1976701,82,3492769
134024,34,26,78,413401,75,364501,83,653324
134079,681,26,96,65797928,26,3075503,58,10431543
134097,7056,21,85,252042797,26,47252119,28,57952888
134130,6507,18,85,315763937,24,46046513,19,40014875
134228,31,86,86,160000,86,160000,100,272000
134237,3428,17,70,99698812,53,50350406,62,142333674
134291,495,49,39,1369073,28,951530,0,0
134307,250,15,40,1441247,29,1272333,0,0
134343,546,11,45,8579126,30,5326968,7,1760135
134422,2,7,71,38425,71,28525,93,126782
134495,3552,16,53,72207409,46,51735405,37,48226883
134510,23,14,92,450234,92,421148,19,155219
134529,96,23,65,951389,64,912389,60,1223704
134574,52,26,70,405405,70,402064,77,710975
134608,1401,8,42,32300439,33,21773852,5,3881715
134714,26,11,66,544832,64,524285,63,820907
134811,96,9,83,5914356,44,2107979,43,3671830
134945,645,22,81,63950497,31,4382276,48,9833446
135081,3851,22,83,105367001,59,55076638,64,118890688
135142,72,16,37,1072305,37,251979,36,956124
135160,384,11,50,10180837,37,5377202,14,2222121
135179,422,38,56,1976915,28,1116419,0,0
135188,536,11,43,8687854,30,6041130,44,2113286
135267,682,60,61,1735458,26,1225332,0,0
135276,606,42,59,3221725,39,2219903,0,0
135294,635,38,39,1579726,20,1172361,0,0
135337,46,26,65,421215,65,421215,67,637923
135364,0,0,62,533246,52,436722,56,944855
135391,1382,14,45,21966991,35,17975711,9,4733538
135407,1108,71,84,2955987,41,2498085,0,0
135522,242,82,100,1948097,99,1814804,0,0
135559,15,13,39,189879,38,152653,37,269325
135610,1,1,85,632026,58,209317,68,725866
135647,289,18,33,1684418,19,965430,0,0
135717,8770,17,75,186846419,64,145039275,5,16229558
135726,2180,19,66,259725400,15,8081880,25,16928094
135735,271,9,26,1885485,11,1300211,0,0
136109,46,17,75,881333,55,730075,65,1310590
136145,93,8,59,4110688,41,2649031,0,0
136172,2458,17,64,71557137,30,22120952,30,27346117
136215,1510,27,93,106135514,41,11584994,49,21463284
136233,566,11,57,10477421,26,8186200,22,7795822
136303,137,11,21,651213,16,562159,0,0
136330,520,18,79,47026877,29,3878684,44,8046875
136358,2384,8,45,62243420,38,46740386,7,9201053
136400,1314,11,45,24244536,35,16178806,10,6475765
136473,1023,11,53,24667679,36,14469845,7,3183564
136491,205,20,53,1619405,35,1351265,0,0
136516,825,8,41,18090573,38,14939530,14,8846949
136659,91,14,21,656321,17,507285,0,0
136765,289,80,52,923572,52,874200,0,0
136774,440,27,94,25739951,25,2061232,57,6482108
136826,214,15,42,1284788,16,571262,0,0
136950,556,21,76,66693079,18,2298089,32,5547204
137023,296,48,50,1616035,40,1379465,0,0
137032,781,10,72,72653809,49,19522244,71,33333349
137078,2095,7,50,102262758,37,73718738,23,40972892
137087,218,13,42,2195665,31,2027127,0,0
137096,1899,13,38,12545439,28,8478677,15,6082205
137120,518,25,34,2117902,10,977846,0,0
137209,1944,11,40,30251293,31,22631448,16,16871753
137245,1189,57,47,4082373,33,3168981,0,0
137272,10,22,15,34082,13,18585,0,0
137281,640,9,36,10031851,24,6370006,8,3684694
137315,283,10,50,6372722,33,5584994,4,573669
