,UNITID,TYPE,FORPROFIT,BOARD,FEE1_INDISTRICT_UG,ADMS_REQUIRED_COLLEGEPREP,NUM_APPS_ADMIT,TOTAL_AMOUNT_PELL_TOUG,TEACHER_CERT,TUITION_GURANTEE,TOTAL_ASSETS,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT,Highest_Bachelor,STATE_SOUTH,FULLTIME_RETENTIONRATE_SPRING
771,199847,0,0,1,1038,0,11959,2322798,1,0,3804043000,939235000,39100000,122732000,1663448000,0,1,95
772,199865,0,0,0,850,0,1273,1284674,0,0,103027241,2135966,5137682,14834829,27632588,0,1,57
773,199962,0,0,0,100,0,16841,5105735,1,0,261190600,5939061,18608225,66909770,83898688,0,1,64
774,199999,1,0,0,2540,1,5182,15367574,1,1,329317223,8059018,7339762,5881456,0,0,1,77
775,200004,1,0,0,3285,1,15036,17295027,1,0,844292674,19422469,12092426,4031690,6536441,0,1,81
776,200059,1,0,0,1648,1,506,1457517,1,0,48033591,2929369,4522248,658715,0,0,0,63
777,200156,0,1,1,780,1,1356,1263709,1,0,102072054,432588,5072215,12230585,25411014,0,0,73
778,200217,0,1,0,1750,0,1391,2005526,1,0,188008414,1640321,6103860,0,80797940,0,0,78
779,200226,1,0,0,1356,0,330,1155604,1,0,32376510,873618,1720749,455974,0,0,0,63
780,200253,1,0,0,1205,1,750,2564778,1,0,106543165,2965393,8872216,20951,0,0,0,71
781,200280,1,0,0,1736,1,5662,7298150,1,0,986493734,39553074,37009021,4438229,0,0,0,81
782,200332,1,0,1,1427,1,7880,9062377,1,0,712975424,36461458,43611878,130000,0,0,0,82
783,200484,0,1,1,2492,0,45,439761,1,0,15372022,408343,1102571,951279,5670267,0,0,50
784,200572,1,0,1,1823,1,464,1220548,1,0,57227171,2172229,2033442,575428,0,0,0,72
785,200800,1,0,0,2265,1,14553,20904421,1,1,973308721,37118958,17177050,98,15964,0,0,75
786,201104,0,1,1,1060,0,3552,4643168,1,0,260209950,11757768,18991929,27031615,107898339,0,0,77
787,201371,0,1,1,550,0,1504,1214346,1,0,69534991,2864011,4275002,12707567,21926550,0,0,72
788,201441,1,0,1,2110,1,17341,17324541,1,1,894356759,31643699,18694313,5339087,0,0,0,79
789,201548,0,1,0,320,0,4017,3465043,1,0,268633146,5369033,11718627,56788874,77558548,0,0,75
790,201645,0,0,0,500,1,29084,3550436,1,0,3274832322,22849615,35274031,206737042,1021160225,0,0,93
791,201654,0,1,0,200,0,5008,3139756,1,0,224265347,17601140,9596034,48319308,91843845,0,0,88
792,201690,1,0,0,2420,0,10191,8884069,1,0,157453536,7741160,5995200,0,0,1,0,56
793,201885,1,0,0,1678,1,23960,26854532,1,1,3511250524,153310718,60098096,6027033,0,0,0,88
794,202046,0,0,0,2895,0,975,1323244,0,0,103372501,3227461,3381960,12341458,22970244,1,0,76
795,202073,0,0,0,2040,0,562,153949,0,0,89548246,1464833,995036,9475194,18577228,0,0,96
796,202170,0,0,0,870,0,674,1955808,0,0,61420671,2185716,2388176,17859475,29038201,0,0,72
797,202514,0,1,1,760,0,3021,1096968,1,0,48497617,708894,5228284,7786010,15026491,0,0,60
798,202523,0,0,0,1260,1,9079,1974311,0,0,1411394000,16010000,25368000,65690000,135166000,1,0,85
799,202763,0,1,0,1310,0,3386,2336244,1,0,214426229,7890762,12590137,47520341,81603563,0,0,79
800,202903,0,1,1,1150,0,86,529820,1,0,8174810,12720,33061,0,4343737,0,0,83
801,203085,0,1,0,600,0,1874,1680327,1,0,148448525,1523465,7036254,19809754,33782773,0,0,78
802,203368,0,1,0,1730,0,3610,2664925,1,0,447938367,9397699,14774763,75501619,96581240,0,0,84
803,203580,0,0,1,1436,0,1165,1377419,1,0,75139558,2488088,6051617,14770071,22298033,0,0,66
804,203757,0,1,1,944,0,992,2149818,1,0,52843278,2126561,5526683,9636380,29398403,0,0,67
805,203775,0,1,0,1000,1,1306,1755243,1,0,68363270,1629911,5388532,17605572,29303789,0,0,78
806,203845,0,0,1,1010,1,2438,1353678,1,0,206056613,4266182,8617862,24586456,50740343,0,0,77
807,204024,1,0,0,2984,1,26844,9250646,1,1,2375662524,73703267,29985514,2455554,41000,0,0,88
808,204185,0,0,1,400,0,3422,2884998,1,0,302407966,3780783,11476859,31354708,60717856,0,0,76
809,204194,0,1,1,250,0,1341,2632565,1,0,101311381,2469085,9393799,24476412,36256767,0,0,77
810,204200,0,1,1,1100,1,1300,1865293,1,0,112386817,4679158,10780258,14783967,43899244,0,0,74
811,204264,0,1,0,790,1,2237,3027493,1,0,166126264,1737853,7384510,22390931,39396849,0,0,73
812,204468,0,1,1,700,0,2076,2937446,1,0,43373444,2343689,8887407,19687060,26393836,0,0,67
813,204501,0,0,1,900,1,9309,1232436,0,0,1437498079,23763184,15977914,74633647,182706689,0,0,83
814,204617,0,1,0,580,0,2190,1965514,1,0,77043950,3064476,6949003,17776346,33604238,0,0,62
815,204635,0,1,0,970,1,4221,2210919,1,0,362966718,6826052,12669120,53200419,89511616,0,0,84
816,204796,1,0,0,903,1,49087,45655732,1,1,16663422094,237834882,89435791,14726390,0,0,0,94
817,204909,0,1,0,260,1,3962,2055753,1,0,451093607,5468094,13589584,45962978,67309822,1,0,82
818,204936,0,1,1,450,0,2849,3074158,1,0,236973881,8095326,10644586,40670820,66186878,0,0,78
819,205124,0,1,1,100,0,22,154273,0,0,2634460,410070,396525,501770,2728256,0,0,75
820,205957,0,1,0,460,1,2074,2234352,1,0,242767942,5788390,12613098,26387984,75631764,0,0,86
821,206048,0,0,1,400,0,4738,3861909,1,0,96903787,3278995,13482380,22033777,44423635,0,0,66
822,206084,1,0,1,1794,0,9673,21227169,1,1,1008818923,63831542,23364738,4890387,0,0,0,78
823,206349,0,1,1,340,0,583,1139293,1,0,95669215,1842696,5181403,8234180,23958556,0,0,75
824,206437,0,1,1,1600,0,2112,2575170,1,0,117531247,4031422,9873106,30305204,48631926,0,0,71
825,206491,0,1,0,1230,0,2688,2419030,0,0,29174940,393462,3394043,1168068,16923342,0,0,35
826,206507,0,1,0,1000,0,1558,2210981,1,0,121201261,1560671,7231070,15271385,26026288,1,0,65
827,206525,0,1,0,846,0,2807,2091958,1,0,254334973,2879926,12467331,37200681,53848710,0,0,76
828,206589,0,0,0,450,1,5582,1750031,1,0,592071433,9616102,20363582,61105655,97477631,1,0,87
829,206604,1,0,0,50,0,5226,15277713,1,1,475680668,28354332,14259814,7259768,59292,0,0,65
830,206622,0,1,0,230,0,14805,2939698,1,0,760056000,12063000,22359000,91373000,199216000,0,0,85
831,206695,1,0,0,202,0,8636,20869074,1,1,313714657,21239474,14657550,5292302,0,0,0,76
832,206835,0,1,0,1500,0,2376,1498555,1,0,43120292,721382,4828728,6710222,19573582,0,1,62
833,206941,1,0,1,1131,0,4732,20775675,1,1,386536287,14357934,25378272,12686287,0,0,1,72
834,207041,1,0,1,1404,0,874,6451803,1,1,113361204,2152366,3409440,2994407,0,0,1,60
835,207157,0,1,0,5347,0,152,850943,1,0,5726996,274478,989066,2368744,4732374,0,1,70
836,207263,1,0,0,1002,1,1584,12579460,1,1,213091595,8461580,10714136,8029560,0,0,1,66
837,207306,1,0,1,1073,0,1012,3774770,1,1,35268924,1072055,4107831,0,0,0,1,62
838,207324,0,1,0,540,0,2186,1918801,1,0,124961923,1639508,8958219,22099026,46648445,0,1,78
839,207388,1,0,0,3662,0,17164,26288259,1,1,2121486296,85843651,30609378,15247233,0,0,1,85
840,207403,0,1,1,3440,0,3269,2640628,1,0,262620778,3281394,10847457,28801165,44069230,0,1,73
841,207458,0,1,1,4650,0,1714,1627905,1,0,339604842,6551748,11092476,32590109,72928593,0,1,76
842,207500,1,0,0,4275,0,15451,23702783,1,1,2278163000,80439000,29100000,28306000,0,0,1,87
843,207582,0,1,1,1230,0,3956,6336781,1,0,196073358,3998040,12795366,43999082,104654890,0,1,78
844,207722,1,0,0,1650,0,1021,1930020,1,0,32882132,1230462,1415848,995601,0,1,1,64
845,207847,1,0,0,510,0,1009,6372959,1,1,64959750,2372571,6000443,302500,0,0,1,61
846,207865,1,0,1,1545,1,2132,7224609,1,0,106332579,4377782,6401364,4902202,0,0,1,74
847,207971,0,1,0,500,0,5815,3556963,0,0,1523377903,34048180,15505883,99887687,205409147,0,1,84
848,208646,1,0,0,1671,0,644,5711926,1,0,105575381,7859686,3161547,1321335,0,0,0,70
849,208822,0,1,1,530,0,2685,3230456,1,0,200923677,4234028,12026483,39588274,89490772,0,0,83
850,209056,0,0,1,434,0,5620,1862616,1,0,504918917,11784700,15788946,63525922,122131778,0,0,79
851,209065,0,1,0,682,0,2250,1813388,1,0,280843543,4738404,13240060,39461979,63305599,1,0,81
852,209287,0,0,1,630,0,219,694366,0,0,32588000,1316000,3089000,3011800,16054000,0,0,64
853,209409,0,1,1,220,0,415,966924,1,0,39084911,1634822,4224552,6782912,15199641,0,0,67
854,209506,1,0,0,2057,1,4231,5694041,0,0,179830916,6368617,6938887,1722600,0,0,0,76
855,209542,1,0,0,2012,1,17374,24655806,1,0,1983860946,91839095,34437432,10925592,62160,0,0,85
856,209551,1,0,0,2374,1,28525,22987341,1,1,2634206359,81624773,57474508,9205308,0,0,0,84
857,209612,0,0,1,937,0,2458,2475311,1,0,323100330,26379297,16544176,42694858,125978174,0,0,84
858,209807,1,0,0,1641,1,6701,35214107,1,0,913544339,43585868,24866214,14388754,401294,0,0,75
859,209825,0,1,0,220,1,12562,2675935,1,0,637956000,4442000,31057000,90887000,143691000,0,0,86
860,209922,0,0,0,310,1,5647,830608,0,0,831907132,14295261,13308290,29393734,102606510,0,0,83
861,210146,1,0,0,2097,1,2320,6440205,1,0,168863563,8918285,6065227,2000494,0,0,0,68
862,210304,0,1,1,960,0,408,1194105,1,0,32436342,684348,4864319,1678836,18272878,0,0,68
863,210331,0,1,1,998,0,1924,1441086,1,0,23786515,1317719,4481207,16795219,21052101,0,0,79
864,210401,0,0,0,534,1,4010,1649782,0,0,443732000,17791000,12774000,49010000,90364000,0,0,82
865,210429,1,0,0,1914,0,3566,7486692,1,0,181886540,10439254,8496808,3712209,0,0,0,71
866,210571,0,1,1,1188,0,5369,4057782,1,0,172964959,2206160,9885098,18496528,49316735,0,0,73
867,210669,0,1,0,500,1,4380,2615264,0,0,394705721,6541154,19152631,55591176,74686646,1,0,84
868,210739,0,1,0,1000,1,3192,2906693,1,0,251956238,4666385,12389563,34579438,76181755,0,0,81
869,210775,0,1,0,1350,0,3683,3395842,1,0,170646570,6988135,9164828,25973321,62530472,0,0,71
870,211088,0,1,1,700,1,8884,3354611,1,0,259676000,7257000,15227000,42865000,116908000,0,0,74
871,211158,1,0,0,3242,1,7292,11265512,1,0,334454359,14004763,17660428,7810354,0,0,0,77
872,211291,0,0,1,320,1,9890,1652515,1,0,1430783000,30657000,45101000,62240000,237562000,0,0,92
873,211352,0,1,0,1015,1,2700,3389823,1,0,137934491,6273844,11946300,25585084,54139999,0,0,76
874,211361,1,0,1,3392,0,3805,8571524,1,0,212532775,8641572,18981111,4386709,0,0,0,70
875,211431,0,1,0,904,0,650,2491759,1,0,105769561,6853571,2468589,11068320,53371849,0,0,85
876,211440,0,0,0,925,1,26189,4826528,1,0,4737719181,159475953,64233657,170732800,1299231349,0,0,96
877,211468,0,0,0,600,1,1851,2142598,1,0,93635275,1425548,5898630,17868714,37299468,0,0,80
878,211477,0,0,0,930,0,274,1976437,0,0,19662105,1522794,3869585,799196,17970225,0,0,50
879,211556,0,0,1,1420,1,2505,1654239,1,0,217171716,2320223,17483291,23619940,69204197,0,0,76
880,211583,0,1,0,250,0,2318,2591607,1,0,66492677,2867907,6237158,18385706,36919946,0,0,70
881,211644,1,0,0,3433,0,2685,6218865,1,0,170105649,9887388,12770626,3714331,0,0,0,77
882,211981,0,0,0,2550,1,2091,2846747,1,0,108521846,6159942,9656042,35198594,58244659,0,0,72
883,212009,0,0,0,550,0,5375,1410767,0,0,727423592,11332099,19414784,56757622,124491080,1,0,82
884,212054,0,0,0,2370,0,31237,17315037,1,0,2325554000,76400000,74147000,354038000,958079000,0,0,88
885,212115,1,0,1,2971,1,4685,10199406,1,1,200140998,16220231,10034203,5053435,0,0,0,71
886,212133,0,1,1,570,0,2095,3189158,1,0,97736290,3991846,11654301,27814404,51984391,0,0,82
887,212160,1,0,1,2828,0,3273,6065925,1,0,157333961,12958751,13075653,4265986,0,0,0,74
888,212577,0,0,0,190,1,9062,2149549,0,0,782794725,10176499,24792673,59329354,134714477,1,0,84
889,212601,0,1,0,966,1,4442,4131572,1,0,276610000,9224000,17476000,51168000,94080000,0,0,85
890,212656,0,1,1,540,1,1642,1842516,1,0,88155177,3163399,8044174,14870418,33231869,0,0,78
891,212832,0,1,1,780,1,1019,2825678,1,0,122049000,10935000,6018000,22204000,55111000,0,0,78
892,212911,0,0,1,498,0,4530,1014501,1,0,752077114,9350093,16307246,30574669,109302962,1,0,88
893,212984,0,1,1,1050,0,1314,3540780,1,0,113738629,3723432,5307723,23081158,44352899,0,0,83
894,213011,0,1,1,850,0,1958,1938273,1,0,85601262,2228283,7775095,9192893,40003437,0,0,83
895,213020,1,0,1,3574,0,9034,14321406,1,0,311354023,22503762,20487543,8466811,0,0,0,72
896,213251,0,0,0,825,1,2757,1713782,1,0,220655811,5122756,9995140,39051373,50642192,0,0,85
897,213303,0,0,1,2500,0,1698,3256856,1,0,39156109,1873558,4886171,13109767,27733921,0,0,67
898,213321,0,1,0,2018,1,3160,2590825,1,0,232831549,5704234,11837164,35577659,67603454,0,0,75
899,213349,1,0,0,3332,0,6830,10573120,1,0,311826008,13383557,17884436,6894864,0,0,0,77
900,213358,0,1,1,850,0,1846,2066188,1,0,40280342,2185994,6049320,14174023,30324846,0,0,65
901,213367,0,1,0,1075,1,6151,6743242,1,0,273667540,13455038,19107416,47379000,109467077,0,0,78
902,213400,0,0,1,680,0,301,2304632,1,0,86484860,1445514,4437223,9404212,31184823,0,0,81
903,213507,0,1,0,1290,1,2500,1788041,1,0,214348628,3477824,9978605,44189585,60491932,0,0,83
904,213543,0,0,0,470,0,12389,4536755,1,0,2594231000,37710000,38856000,115235000,406147000,0,0,91
905,213598,1,0,1,3240,0,3871,6477195,1,1,304923012,3001877,8569656,7564957,65020238,0,0,71
906,213613,1,0,0,3162,0,2413,4499545,1,0,159211499,5864636,9785301,2885189,0,0,0,73
907,213668,0,1,1,730,1,2917,2470898,1,0,279702335,4140265,8993606,33832148,44288962,1,0,73
908,213774,0,1,1,1100,0,862,2067974,0,0,14225975,882638,2275000,928264,10089446,0,0,50
909,213783,1,0,1,2944,0,2136,3678866,1,0,98455390,4661982,8504603,2892292,0,0,0,78
910,213826,0,1,1,1750,0,2231,2669071,1,0,228365138,9182747,10089160,31288244,64073612,0,0,83
911,213987,0,1,0,2770,0,3457,2877435,1,0,168118238,21726165,16361475,56444473,99015715,0,0,80
912,213996,0,1,0,840,0,2549,2296808,1,0,322341214,9089314,21100599,41942582,99519612,0,0,86
913,214041,1,0,0,2095,0,6381,8013823,1,0,217953499,13880931,18779489,4848003,0,0,0,75
914,214069,0,1,0,1840,0,1897,2143278,1,0,208480483,5043167,11252339,27117580,61392518,0,0,84
915,214148,0,0,1,1486,0,1199,763788,1,0,76690158,1299206,1162366,6792247,16412326,0,0,69
916,214157,0,1,0,2046,0,2337,2522470,1,0,302590380,4462754,13055045,44254793,73561198,0,0,83
917,214166,0,1,1,1280,1,1428,1755112,1,0,166207128,2121013,5907945,8079239,27540491,0,0,76
918,214175,0,1,0,735,1,4543,1966637,1,0,527977730,6374052,13961589,56862201,104582219,0,0,94
919,214272,0,1,0,1460,0,3341,3171225,1,0,141368145,4860398,13784062,17723592,52246305,0,0,77
920,215062,0,0,0,6876,0,42205,7467800,1,0,30413231000,1012266000,113504000,360863000,10944686000,0,0,95
921,215105,0,0,1,150,0,1588,2709321,1,0,191023347,13821056,7521970,39675270,70603556,0,0,74
922,215114,0,0,1,375,0,539,1459752,1,0,48927351,1408000,4282000,11564000,23235045,0,0,82
923,215132,0,0,1,1700,1,3129,1883953,0,1,394161147,7257121,19674961,25953776,94648578,0,0,90
924,215293,1,0,0,1050,1,32549,12959013,1,0,8011856079,270761856,175850302,225682687,2412683906,0,0,93
925,215442,0,0,0,1640,0,5411,5591645,1,0,208533496,7451954,11788385,42493099,79852698,0,0,73
926,215637,0,0,1,3900,0,404,677100,0,0,2902306,35597,35258,0,9164558,1,0,16
927,215655,0,0,0,1300,0,4469,4370500,1,0,276095735,10383363,22346698,45918313,123138187,0,0,81
928,215691,0,1,1,1150,0,1042,1067343,1,0,55101229,3285089,3223540,3829230,19849956,0,0,72
929,215743,0,1,1,1200,0,1904,2035563,1,0,135941955,1795410,14144577,29422388,62313364,0,0,96
930,215770,0,1,0,200,0,7632,2753559,1,0,802551440,13380332,35485753,99349180,210347379,0,0,89
931,215798,0,1,1,1018,1,2310,2113733,1,0,282462182,4039928,9972498,34124470,56071379,0,0,83
932,215929,0,1,0,400,0,9291,3479861,1,1,605835765,14286845,21290273,79110051,165100332,0,0,89
933,215947,0,1,0,550,0,2583,2250718,1,0,174081874,3047214,8325023,34632450,52343018,0,0,81
934,216010,1,0,0,3824,1,6760,7465084,1,0,259293740,16743774,16752372,5829527,0,0,0,77
935,216038,1,0,1,2268,0,5461,10154239,1,0,261595751,12589940,18134325,6944460,325953,0,0,83
936,216047,0,1,1,1352,0,5,38460,0,0,67611901,2151612,966896,84949,10893656,0,0,100
937,216278,0,1,1,640,1,5497,2789541,1,0,339662705,4963504,22200031,71329697,81360370,0,0,88
938,216339,1,0,0,890,1,33805,38990125,1,0,5453339000,175996000,81098000,152840000,3432630000,0,0,87
939,216357,0,1,0,1830,0,1680,1558984,1,0,74838776,1207328,6308471,14522884,24427578,0,0,75
940,216366,0,0,1,1035,1,4469,5305381,0,0,8372226240,64884446,17440136,66410441,5570678922,0,0,84
941,216542,0,1,1,1286,0,522,1211869,1,0,40571355,777597,1442022,4103064,13571530,0,0,69
942,216597,0,1,0,730,1,22083,3241511,1,0,1880806380,63959503,75716263,138240565,458178879,0,0,96
943,216667,0,0,1,558,0,2496,1724723,1,0,317857588,5165401,10233036,35576552,59245028,0,0,85
944,216694,0,1,1,1070,1,1584,1859518,1,0,127676659,3673137,5945109,15342256,40072555,0,0,79
945,216764,1,0,0,2707,1,14234,16403821,1,0,568069433,43927783,24172736,10623736,0,0,0,85
946,216807,0,1,0,600,1,2746,1666693,1,0,216642866,4730573,7772097,27367611,36828053,0,0,80
947,216852,0,0,0,805,0,5739,2959648,1,0,373313373,13711062,19452723,87933609,152903123,0,0,81
948,216931,0,0,1,1864,0,3633,3459474,1,0,232735413,10473036,16251619,41277888,100889075,0,0,76
949,217013,0,1,1,890,0,808,1512102,1,0,116652606,4668435,5233088,8386912,26790789,0,0,68
950,217059,0,0,0,2030,0,5798,4646415,1,0,501517928,13196411,12683018,26193619,104422008,0,0,77
951,217165,0,0,1,897,1,7521,1735911,0,0,506731000,15154000,31974000,65199000,154739000,0,0,89
952,217402,0,1,0,948,1,10817,2777075,1,0,748292244,16797799,14784900,80541196,212353394,0,0,92
953,217420,1,0,1,1425,1,4709,12560586,1,0,219972884,15614671,13041821,8973511,0,0,0,76
954,217484,1,0,1,2082,1,23856,14092339,1,0,1125265341,67553225,42236250,2749201,0,0,0,85
955,217493,0,0,1,1070,0,4001,1616694,1,0,686288039,20623692,10059490,27319133,159273773,0,0,85
956,217518,0,0,0,2424,1,8775,3495707,1,0,273380421,4958976,19128135,56224680,145107896,0,0,81
957,217536,0,1,0,700,1,4972,2078644,1,0,192416000,6284000,12555000,42868058,72090000,0,0,83
958,217624,0,1,1,800,0,3490,3476682,0,0,46904067,1410515,4525172,1674540,17249627,0,1,50
959,217633,0,1,0,3160,0,3804,3101685,1,0,187384632,6347839,13552039,28743898,62815931,0,1,84
960,217688,0,1,1,40,0,4953,4848532,1,0,191448124,2224517,15630264,32117877,60174108,0,1,70
961,217721,0,1,1,2600,0,8114,8095445,1,0,122453279,2451209,9454847,11486841,48876882,0,1,69
962,217776,0,1,0,750,0,922,2300605,1,0,39920024,1344070,4286598,9220802,24507328,0,1,74
963,217819,1,0,0,460,1,15214,9630394,1,0,581567936,19713603,18354638,19185236,0,0,1,80
964,217864,1,0,1,12545,1,2524,2999718,1,0,212182082,10018193,10385831,4974647,0,0,1,87
965,217873,0,1,1,570,0,9261,7437575,1,0,109500641,3614530,5280604,6127996,52343915,0,1,70
966,217882,1,0,1,1440,1,28600,15339939,1,0,2306864615,86148836,55455601,64387119,0,0,1,94
967,217907,0,0,1,660,0,965,2484034,0,0,75540905,4298977,6381940,816152,27403658,0,1,69
968,217925,0,0,1,1100,0,448,1308027,1,0,110643516,2007653,9097654,7988008,45601357,0,1,69
969,217934,0,1,1,800,0,786,2868317,1,0,48416779,1125083,4817519,257515,22490480,0,1,59
970,217961,0,0,0,1000,0,1720,844196,1,0,163727605,2216202,5244970,4273317,29532609,0,1,73
971,217998,0,1,1,2100,1,1020,1533406,1,0,79056545,936347,1893483,15692070,20459020,0,1,75
972,218061,1,0,0,776,1,4266,8978806,1,0,118378489,6267958,7308178,8385393,0,0,1,68
973,218070,0,0,0,380,0,5194,1492263,1,0,1066060401,23036824,30329244,65636575,163131431,0,1,81
974,218229,1,0,0,1000,1,5627,6796195,1,0,78286371,3485798,10130193,9929642,0,0,1,75
975,218238,0,0,0,1100,0,2179,4202307,1,0,74642458,1558501,10445084,12068199,38345268,0,1,62
976,218414,0,1,0,2500,0,2163,3052909,1,0,63850251,1853190,8257652,18308380,31002302,1,1,67
977,218539,0,1,0,2860,0,2016,1510891,1,0,209385132,5019191,11359237,25638999,45508486,0,1,72
978,218645,1,0,1,362,1,3055,6254903,1,0,92635122,4803368,8038616,6598985,0,0,1,66
979,218654,1,0,1,386,1,2096,4457016,1,0,68113755,6196302,5633494,4176328,16960,0,1,63
980,218663,1,0,1,400,1,34957,26016537,1,0,2163228992,110734558,62417074,66500449,411505,0,1,90
981,218724,1,0,0,180,0,14152,16394680,1,0,574307098,16943355,42628056,14017834,231277,0,1,73
982,218733,1,0,1,1532,0,3128,7850967,1,0,178539284,4662221,11318058,3059428,0,0,1,69
983,218742,1,0,1,375,1,4385,13439163,1,0,125246112,10669817,13506778,12012188,0,0,1,72
984,218964,1,0,0,530,1,6705,9059782,1,0,143651732,8892181,18079278,14986889,0,0,1,70
985,218973,0,1,1,1640,0,4102,1310887,0,0,486613567,7119992,20250407,44393123,74662101,1,1,89
986,219000,0,1,1,950,0,2037,1496003,1,0,192354431,4355920,6157343,29518840,54541610,0,0,84
987,219046,1,0,0,1131,1,1119,3679747,1,0,100376754,5460565,7844357,459550,0,0,0,65
988,219082,1,0,0,1995,0,712,2575226,1,0,99908008,4245070,6375592,408745,0,0,0,71
989,219091,0,1,0,1070,0,1218,1140504,1,0,80956839,854176,5025824,9327866,18646705,0,0,69
990,219198,0,1,1,2210,0,737,774987,1,0,69294079,824437,4068514,8091776,16781507,0,0,76
991,219259,1,0,0,1210,1,1038,2098566,1,0,129110006,4936021,8129402,304140,0,0,0,76
992,219295,0,1,0,380,0,383,821270,0,0,34799192,1328374,3015889,3560621,14546961,0,0,51
993,219347,1,0,0,3280,0,1329,1866936,0,0,121594528,6785605,7725156,806804,0,0,0,78
994,219356,1,0,0,1503,1,5290,9015965,1,0,714381000,22249161,30187245,2630702,0,0,0,81
995,219383,0,1,0,350,0,1648,1658011,1,0,85542086,1589215,7510429,7977546,25638165,0,0,79
996,219471,1,0,0,1635,1,3392,7359211,1,0,434369722,34544786,22786777,1591409,0,0,0,81
997,219602,1,0,0,1583,0,7346,21750542,1,0,313620857,13787603,25546034,20067226,0,0,1,70
998,219639,0,1,0,1460,0,456,2585916,0,0,49624939,2166888,3250568,264506,18407936,0,1,58
999,219709,0,1,1,1720,1,8926,5515344,1,0,1133197968,19947256,32340374,82673676,196781218,0,1,82
1000,219718,0,1,0,1260,0,1717,6867774,1,0,95046663,1903210,9874895,12585924,43125765,0,1,61
1001,219806,0,1,1,1300,1,3022,3986797,1,0,146955025,2317476,11644514,26490945,42707445,0,1,69
1002,219833,0,1,0,980,0,4325,2666433,1,0,109142836,4326581,5057781,25966196,41500125,0,1,81
1003,219949,0,0,1,1050,0,2872,3419143,1,0,52075001,439343,5821657,17451910,29005672,0,1,66
1004,219976,0,1,0,2664,0,3621,2708276,1,0,475201837,14502992,25332906,45158225,159492696,0,1,86
1005,220075,1,0,0,1919,1,8686,19835201,1,0,623601790,35190218,28692695,24446617,0,0,1,78
1006,220181,0,0,1,1912,0,6345,2605966,1,0,159157685,4062413,3826605,12116109,28661661,0,1,80
1007,220473,0,1,1,1890,0,573,1373458,1,0,208557211,2284240,3493421,2330953,23297743,0,1,80
1008,220516,0,1,0,1734,0,781,3820156,1,0,71130117,1212432,5985369,11663344,30820625,0,1,64
1009,220604,0,1,1,1300,0,221,3611820,1,0,46497900,825729,3750175,1299638,16487642,1,1,48
1010,220613,0,1,1,700,0,2236,6475193,1,0,201404012,3418156,12841580,29099161,73469814,0,1,81
1011,220631,0,0,1,450,0,1630,4225797,1,0,295338229,28425321,12648760,25910284,129168428,0,1,76
1012,220701,0,1,1,2200,0,664,1926385,1,0,35472816,862337,4879515,10260193,16695442,0,1,57
1013,220710,0,1,1,844,1,2320,2343326,1,0,187048122,2483673,6311569,22173430,33399497,1,1,71
1014,220862,1,0,0,1704,0,13298,35512993,1,1,887150012,36829166,74736157,33668985,0,0,1,80
1015,220978,1,0,0,1870,1,9096,33918645,1,0,706786005,35995271,47090762,38953524,0,0,1,79
1016,221351,0,1,1,310,1,5074,1352248,1,0,583153249,9866320,17228243,57151419,88367055,0,1,87
1017,221519,0,1,1,272,1,4191,1226352,0,0,763236262,11357732,15861420,36996125,108154233,0,1,87
1018,221661,0,1,0,870,0,2281,4105832,1,0,177531445,4800352,11080406,18675992,72705835,0,1,81
1019,221731,0,1,1,1250,0,1039,2324789,1,0,42979430,522433,4031240,12591826,20798783,0,1,77
1020,221740,1,0,0,1820,0,7938,16039459,1,0,485222698,23307738,34106143,25772948,0,0,1,77
1021,221759,1,0,0,1932,0,25423,27867301,1,0,3424980103,106922793,62877258,62849710,0,0,1,89
1022,221768,1,0,1,1534,1,9001,12173705,1,0,249038104,10053946,17191229,15226331,0,0,1,74
1023,221847,1,0,1,1278,1,6781,13745734,1,0,472392334,14128968,23222739,24410064,0,0,1,77
1024,221892,0,1,0,900,0,1461,3333411,1,0,152472010,4314207,13922693,1407253,57715968,0,1,74
1025,221953,0,1,1,150,0,2463,2940400,1,0,108768596,1499440,5923600,15741386,32983475,0,1,67
1026,221971,0,1,0,850,1,2503,2925908,1,0,182799113,6482371,8841249,26600776,64435510,0,1,87
1027,222178,0,1,0,50,0,10534,4226334,1,0,807322340,12169519,32160371,66326240,142939863,0,1,76
1028,222831,1,0,0,3495,0,3750,13153458,1,1,308025213,9342228,10881723,6805204,0,0,1,71
1029,222983,0,1,1,185,0,4288,2061555,1,0,297085241,2596910,7893399,35467301,43708543,0,1,82
1030,223232,0,1,1,4702,0,33680,11220623,1,1,2976702000,61401000,172186000,340249407,775781000,0,1,91
1031,224004,0,1,1,900,0,1405,3035978,1,0,128959512,2962469,20764870,18612054,46927963,0,1,65
1032,224147,1,0,1,4834,0,8540,18568908,1,1,484277778,35321040,15293196,13006700,0,0,1,57
1033,224226,0,1,1,1250,0,4704,2996190,1,0,215242904,5260995,28691734,37024878,94562486,0,1,76
1034,224244,0,1,1,910,0,474,441163,1,0,5250469,412195,912084,628687,4106154,1,1,35
1035,224323,0,1,0,3500,1,4645,1658799,1,0,173089000,7140000,8788000,40391000,59730000,0,1,81
